N,P,K,temperature,humidity,ph,rainfall,crop
19,17,34,19.6385,95.849,6.2122,100.6231,pomegranate
19,20,47,22.6101,88.8382,5.7476,100.3754,pomegranate
18,21,48,24.0452,94.2902,6.6208,90.6213,pomegranate
25,19,44,24.8875,95.715,5.6831,118.2146,pomegranate
13,12,36,18.3215,95.7372,5.9813,102.0077,pomegranate
22,20,38,28.5899,91.139,5.3466,116.807,pomegranate
25,20,41,24.3024,82.1468,5.688,116.0503,pomegranate
23,16,36,21.9949,91.8433,6.4893,97.212,pomegranate
31,14,48,25.2686,94.1936,5.4177,98.7927,pomegranate
16,25,41,29.0962,89.6757,5.6594,127.984,pomegranate
24,21,26,17.6838,96.9783,6.3988,121.5074,pomegranate
18,18,42,21.3242,93.4393,6.1282,107.2479,pomegranate
25,14,38,14.8647,92.2731,7.396,109.559,pomegranate
19,16,40,22.578,94.3455,7.3169,102.4532,pomegranate
17,24,38,23.0962,91.3335,5.966,110.9588,pomegranate
26,20,44,21.8825,80.0288,6.6786,101.7625,pomegranate
17,17,46,20.0364,88.0034,6.7746,91.2412,pomegranate
12,21,41,15.8515,94.7887,6.1013,96.9276,pomegranate
16,16,38,23.1206,86.7696,5.6522,107.6687,pomegranate
22,25,40,26.3663,89.1061,6.3939,98.4515,pomegranate
26,24,40,20.2269,85.8207,6.3136,106.9618,pomegranate
20,17,36,23.3202,97.1357,6.1821,98.9027,pomegranate
26,16,43,17.2956,96.726,6.6212,101.2412,pomegranate
12,9,42,23.3716,86.4645,6.0246,114.3253,pomegranate
17,13,48,20.8199,90.5892,5.824,109.4798,pomegranate
18,14,46,19.7127,87.278,6.4545,107.4227,pomegranate
18,20,37,19.7189,92.4598,6.593,114.5317,pomegranate
19,18,44,20.8192,92.0387,5.8117,111.3449,pomegranate
22,14,35,23.1473,93.2468,6.864,119.0725,pomegranate
17,18,43,18.0635,91.3277,5.5148,103.8211,pomegranate
20,21,37,20.8087,100.0,6.1109,104.0629,pomegranate
19,21,35,21.8756,85.8883,6.271,97.0911,pomegranate
14,11,41,18.7029,83.1576,6.0819,104.0682,pomegranate
18,18,27,27.39,88.4276,6.1175,115.2182,pomegranate
18,13,31,19.4395,83.728,7.3355,117.8999,pomegranate
18,23,39,19.9917,84.0302,5.9746,115.1824,pomegranate
19,22,40,19.0651,85.9947,7.6206,93.1465,pomegranate
19,15,38,27.3954,86.3112,6.6186,116.1652,pomegranate
17,16,32,23.6587,86.1815,6.446,92.7919,pomegranate
25,17,36,19.1902,92.0729,6.6381,114.6849,pomegranate
13,10,42,25.3187,87.9752,7.665,104.5577,pomegranate
15,20,43,22.6021,89.2819,5.9032,113.1203,pomegranate
33,18,40,22.7718,93.5769,5.8398,96.8404,pomegranate
14,23,46,20.9666,86.9347,6.0226,116.8693,pomegranate
12,15,42,19.7518,88.9418,6.4161,95.7802,pomegranate
23,17,36,23.0133,91.463,5.5371,102.1524,pomegranate
9,13,39,20.3647,82.2337,6.4112,99.5152,pomegranate
18,15,33,27.4503,80.4604,7.2468,93.4657,pomegranate
30,14,39,18.1921,91.3845,6.4757,108.2562,pomegranate
11,23,46,26.6085,91.9681,6.2537,121.9487,pomegranate
9,16,43,21.666,98.2569,6.0909,128.8352,pomegranate
12,19,47,22.8973,90.6324,6.8493,108.2772,pomegranate
23,17,38,24.4995,93.279,5.9871,116.4335,pomegranate
25,14,47,20.1093,89.2181,7.3232,109.3568,pomegranate
16,18,39,24.5927,91.1889,7.3667,111.4911,pomegranate
22,21,47,13.8774,96.669,6.5284,104.7628,pomegranate
26,14,40,19.84,81.504,6.3942,109.0606,pomegranate
28,22,44,19.2278,91.6545,6.9153,111.7998,pomegranate
18,16,47,18.2395,98.5423,6.9474,102.8723,pomegranate
7,17,39,21.3551,91.1281,5.997,106.88,pomegranate
15,21,41,23.1572,96.6023,6.1367,107.0326,pomegranate
17,16,46,24.108,87.4832,5.7388,114.1112,pomegranate
18,19,39,22.7226,89.8718,6.6045,98.9717,pomegranate
18,18,33,20.0029,90.1341,6.7333,107.0877,pomegranate
25,20,51,23.107,81.1296,5.725,122.796,pomegranate
25,9,38,22.3729,85.3273,6.1724,116.8125,pomegranate
18,12,41,24.8082,85.6125,5.7264,118.2934,pomegranate
24,21,46,24.3308,93.2883,5.9506,107.6955,pomegranate
21,23,37,22.0914,93.4886,6.6755,110.068,pomegranate
19,15,35,19.3082,91.2961,6.0333,115.5179,pomegranate
24,18,41,20.0411,93.2964,6.2496,119.982,pomegranate
19,20,31,20.3506,89.3434,5.5863,91.8872,pomegranate
29,22,39,21.0542,94.8077,6.4935,96.9765,pomegranate
12,11,41,22.8042,90.0352,6.3779,117.9756,pomegranate
16,15,39,24.1455,90.2315,6.0355,105.2849,pomegranate
18,18,32,21.8466,88.9376,6.3055,102.1262,pomegranate
21,22,48,22.0484,92.7378,6.4901,97.4667,pomegranate
25,29,41,22.4299,88.3152,5.9926,103.0599,pomegranate
19,18,47,20.4523,93.9057,5.6619,96.281,pomegranate
12,13,39,19.2238,85.4714,7.3028,124.2288,pomegranate
23,21,36,16.7337,85.6043,6.0834,107.3205,pomegranate
23,24,41,19.9146,92.7497,6.3516,107.0364,pomegranate
9,19,39,23.4194,89.6458,6.9054,112.2046,pomegranate
19,15,34,19.8913,88.1844,8.1645,115.1988,pomegranate
11,23,47,21.2866,93.5602,5.7778,115.0671,pomegranate
16,22,37,23.3993,87.571,6.6249,116.089,pomegranate
14,15,31,23.5621,89.1992,6.0462,102.4532,pomegranate
23,21,47,18.7614,95.5969,6.1306,105.1171,pomegranate
20,23,37,24.9912,96.1566,6.0399,113.6523,pomegranate
13,24,37,25.3821,96.2896,5.8372,103.2809,pomegranate
23,19,31,18.6105,88.8715,6.3794,107.4591,pomegranate
12,18,49,19.5285,94.9228,5.6627,110.6901,pomegranate
108,80,51,25.6779,77.4794,6.6903,103.4535,banana
82,81,50,25.9701,82.2962,6.0487,98.8909,banana
107,83,54,26.0866,79.5605,6.3014,110.8243,banana
98,80,46,27.678,79.2637,6.0399,94.8107,banana
107,87,41,27.9125,76.9112,5.7331,108.668,banana
108,79,51,20.9107,86.6624,5.1032,96.2249,banana
116,67,51,29.0433,78.498,6.0822,94.2281,banana
114,81,57,29.8727,82.7979,5.6898,97.3502,banana
113,63,44,24.8996,72.5,5.6799,100.4951,banana
114,85,56,25.0554,84.72,5.8004,104.414,banana
103,74,62,26.0995,84.2088,6.6979,107.8255,banana
100,83,48,25.488,80.3897,6.9619,60.7396,banana
109,93,44,27.4479,79.0922,6.0869,95.3082,banana
107,74,48,23.1069,81.6,5.8141,100.3012,banana
97,90,50,24.7641,89.1552,5.5291,123.0607,banana
104,79,53,30.0784,72.9471,6.1874,92.04,banana
100,96,47,25.1436,83.1281,6.7132,106.9536,banana
91,79,58,29.4869,76.3535,5.9011,122.9404,banana
113,75,44,27.7107,79.9203,5.0484,89.2444,banana
101,87,41,23.3815,79.0085,6.268,109.7277,banana
120,79,56,28.2707,78.2867,6.3942,95.3727,banana
84,75,39,26.7647,79.9581,5.3657,98.9444,banana
94,78,49,26.0891,75.4633,6.0706,95.3627,banana
100,82,66,27.4899,84.1167,6.1805,96.2177,banana
111,93,50,27.9493,72.8234,5.9708,137.6629,banana
104,67,44,28.4152,82.1591,5.6837,115.1335,banana
103,82,50,29.3565,78.6939,6.4064,118.2209,banana
89,87,50,27.8163,75.3163,5.8386,110.9039,banana
88,84,51,24.2487,80.8095,5.4059,85.7249,banana
103,92,53,26.0527,73.7722,5.1802,109.7395,banana
86,81,45,32.8861,80.1589,6.5043,117.8752,banana
95,81,58,28.449,74.3085,6.2467,94.7592,banana
105,87,51,31.7386,81.8451,6.0352,116.5839,banana
90,83,54,29.7909,76.3026,5.8239,113.452,banana
116,79,47,27.4836,78.196,5.7884,127.2245,banana
112,86,56,27.6028,81.1758,5.5697,99.9866,banana
84,77,49,26.9268,76.9098,5.8274,91.8287,banana
91,77,51,23.5244,79.7681,5.152,100.6605,banana
77,78,45,27.0361,73.9447,5.7056,122.2269,banana
92,93,45,29.4213,82.5235,5.8756,83.0591,banana
108,56,53,25.8007,87.0597,6.244,80.1795,banana
96,85,48,27.8239,91.1688,5.984,106.0727,banana
105,82,46,28.7032,80.3647,6.318,99.6889,banana
85,69,47,25.1806,83.1528,6.5397,105.0927,banana
108,84,53,26.0974,72.8775,6.4233,116.3437,banana
94,86,47,24.9642,86.0109,6.1882,98.3692,banana
100,87,49,25.3557,83.1049,6.0047,82.5239,banana
99,61,50,24.4248,78.0643,5.6077,129.5338,banana
87,93,40,25.1991,84.9487,6.296,93.0333,banana
88,76,43,29.8389,78.9821,6.6719,92.2916,banana
110,87,52,25.169,78.1679,6.1368,118.2446,banana
104,88,46,27.2529,81.9013,6.7669,100.3861,banana
111,75,55,25.9943,75.7466,5.3898,104.2393,banana
103,87,55,29.3577,84.0865,5.5383,110.7935,banana
101,79,54,29.6223,75.776,6.3421,118.003,banana
83,65,59,28.7281,75.7998,6.1057,100.9985,banana
97,91,50,27.6123,76.3612,6.5255,123.2394,banana
100,76,53,26.5379,83.038,5.9938,79.3704,banana
120,75,47,24.6163,77.5329,5.6528,114.1174,banana
107,79,62,30.8871,74.608,5.9146,94.9257,banana
115,84,60,25.4807,77.5773,5.3869,121.4673,banana
106,82,50,28.3273,79.8718,5.5486,106.7045,banana
93,86,52,29.1191,75.2761,6.389,96.9251,banana
101,71,57,25.8894,75.3933,6.3491,112.9541,banana
102,76,49,29.076,88.4452,6.1452,115.7183,banana
91,81,47,28.5284,76.5577,5.3116,112.7027,banana
96,97,54,30.4559,78.7078,5.8566,92.6436,banana
98,81,50,26.0613,78.5311,5.51,99.1918,banana
116,91,51,24.4283,78.3146,6.4706,104.9511,banana
79,82,46,25.989,82.4854,5.7665,104.5049,banana
112,78,41,27.4177,83.7926,5.5657,113.9969,banana
91,80,51,27.1164,78.7762,6.0119,80.8212,banana
86,81,55,26.2131,75.0541,5.7439,109.0119,banana
112,87,49,23.1816,85.0978,6.5935,101.5202,banana
107,93,57,27.941,79.6186,5.7061,94.938,banana
113,85,46,30.9447,86.9213,5.4403,96.0902,banana
108,91,45,27.9285,71.0177,5.1388,102.4255,banana
121,74,50,28.2183,80.7816,5.9877,61.787,banana
106,79,50,28.1449,87.6744,5.7752,96.5845,banana
98,76,54,27.7941,78.5869,5.4284,94.4902,banana
103,85,46,28.8633,79.098,6.4757,111.3934,banana
112,79,57,27.7907,81.182,6.2669,95.3337,banana
92,88,60,26.3746,77.7648,5.9887,102.4186,banana
93,75,50,25.408,78.7517,6.5457,123.5073,banana
97,82,56,26.5021,78.6487,6.265,116.9322,banana
79,87,45,27.6283,77.4903,5.6709,115.8273,banana
101,65,55,26.3678,84.9154,5.5843,99.0015,banana
81,99,55,27.6287,81.8443,6.3272,111.5164,banana
101,80,54,27.8783,81.0025,6.1585,102.1932,banana
109,66,50,28.6664,83.2343,6.0679,102.6469,banana
95,83,35,29.5656,78.9426,5.6614,109.9162,banana
117,82,47,27.156,76.9032,6.2432,97.8361,banana
85,81,47,24.3844,77.5895,5.6978,122.916,banana
112,90,45,26.3098,80.0071,5.9592,103.0784,banana
107,88,51,27.0881,75.7632,6.5788,112.4203,banana
83,84,48,23.3285,77.999,5.7357,122.4672,banana
127,86,46,29.7773,77.9355,5.3708,117.3798,banana
99,81,45,27.2848,88.4982,5.579,88.093,banana
91,96,46,27.7627,68.9047,6.3977,110.3388,banana
86,70,56,29.7311,79.2815,6.1019,115.2086,banana
24,24,24,30.9174,35.6235,3.5,116.8076,mango
14,24,25,29.7409,45.9261,6.4421,87.8005,mango
17,24,32,30.5691,47.1166,5.3758,84.1765,mango
25,28,25,32.7868,38.7506,5.2191,97.0828,mango
16,26,34,34.1946,43.0555,5.4609,107.4725,mango
19,25,30,32.4262,38.115,5.432,106.9714,mango
28,29,30,31.2543,49.7701,6.0674,73.6375,mango
20,34,29,34.745,54.9126,4.7643,123.6741,mango
16,34,33,30.2179,56.6406,5.0534,85.3825,mango
16,19,33,33.5773,52.4887,5.9059,91.024,mango
22,29,31,30.2798,44.2196,6.0738,81.4602,mango
13,26,32,32.0776,38.4076,6.0849,135.4749,mango
19,28,29,30.7161,39.4588,5.2278,98.6311,mango
22,25,32,30.8604,42.3861,5.113,82.2354,mango
26,27,29,30.0565,44.6668,5.396,107.9589,mango
23,28,30,34.3621,49.0415,5.8439,106.537,mango
16,25,29,29.1677,43.915,6.5913,92.1841,mango
26,23,28,29.1494,52.0339,4.4715,107.6091,mango
19,25,27,36.3025,48.6064,5.5676,82.6206,mango
14,28,32,33.4446,50.0633,4.9004,87.6062,mango
19,29,35,25.0372,56.8415,4.7087,64.8468,mango
27,30,35,29.5869,42.9186,6.2802,75.1407,mango
21,25,25,26.47,52.5122,6.0268,122.1145,mango
20,28,35,28.6233,49.9162,5.9697,119.6214,mango
28,31,29,23.1537,47.9991,6.2526,95.9868,mango
13,32,32,30.6575,55.3115,5.4122,119.944,mango
14,27,26,28.1451,55.2741,5.4404,92.5989,mango
12,26,31,31.1498,44.3211,7.0114,91.3488,mango
22,28,31,26.9372,48.907,5.5521,95.8477,mango
21,22,24,31.2073,51.6873,6.1411,93.1262,mango
28,26,32,29.9627,48.362,5.7038,91.7721,mango
21,30,35,34.7549,53.5101,4.591,112.151,mango
18,30,29,34.5284,51.6872,4.4732,97.252,mango
20,26,35,32.9634,60.9954,5.3526,105.6872,mango
21,28,29,30.1835,40.8183,6.3337,110.4707,mango
12,24,33,35.9635,49.2654,6.173,100.8228,mango
34,30,21,27.1174,44.549,6.2484,80.4459,mango
23,27,40,27.4911,53.6246,5.1078,74.707,mango
21,26,36,30.7905,40.297,6.6695,97.2317,mango
23,26,29,36.6351,52.0779,5.1211,92.4312,mango
24,27,22,30.4942,46.2197,5.8277,96.3109,mango
19,25,31,30.5419,45.595,5.6938,94.7592,mango
17,30,24,27.3952,41.321,5.5957,133.7536,mango
23,25,32,33.3648,47.2095,6.5032,75.0466,mango
22,33,32,33.3829,56.507,5.2769,65.1508,mango
16,33,26,32.9727,49.8489,4.8902,99.9857,mango
27,23,34,29.4269,53.7661,5.712,89.3537,mango
21,27,33,29.2332,59.9879,5.4601,99.741,mango
24,24,34,27.7672,51.5825,7.7264,103.7582,mango
27,26,30,31.2097,46.6472,6.1059,114.2616,mango
20,35,24,28.299,52.8035,5.4544,72.3916,mango
22,26,34,28.0565,46.7342,5.0663,86.6492,mango
24,28,29,29.9408,46.9735,4.5718,101.4314,mango
16,29,24,29.7771,40.8806,5.0849,106.557,mango
20,23,35,29.6551,55.5575,5.769,127.9017,mango
21,24,38,32.1661,47.684,6.5564,109.3356,mango
15,22,30,31.1976,51.0926,6.373,94.1482,mango
32,23,39,30.2796,43.7842,5.8375,81.6435,mango
13,16,30,31.4575,52.6157,5.5061,86.5357,mango
14,29,28,28.5212,45.4284,5.8613,86.1095,mango
27,35,27,31.2632,49.1497,5.3888,104.8285,mango
24,28,37,31.3765,55.267,6.731,98.855,mango
15,21,27,27.2424,54.7446,5.5865,75.1453,mango
23,24,33,33.4892,49.8678,5.6482,88.4615,mango
27,25,28,28.7964,39.3912,4.3705,108.1632,mango
20,23,28,31.2258,67.9569,5.5827,100.2749,mango
33,30,34,33.911,60.4752,6.2019,103.5297,mango
11,30,28,33.3142,54.336,5.0594,100.7438,mango
23,22,28,31.0858,45.4808,5.2496,119.3965,mango
26,30,35,30.0938,49.3184,6.1756,98.5406,mango
24,33,36,33.3688,46.7395,4.814,89.2097,mango
19,35,33,32.6867,57.5831,6.3347,81.2637,mango
19,38,27,29.4541,51.575,5.3807,98.7441,mango
22,23,28,29.0128,45.295,5.4669,58.3894,mango
24,38,30,25.8191,47.1755,5.0257,92.2357,mango
23,26,31,31.3851,56.7271,5.9268,91.9124,mango
25,25,26,30.7933,59.6006,7.1759,74.5329,mango
15,28,33,33.8405,59.17,6.1689,81.076,mango
19,25,30,31.8976,54.5422,5.1814,107.1449,mango
15,29,23,34.3356,48.4843,6.3814,98.4607,mango
18,22,26,29.2566,30.5509,5.51,96.5268,mango
25,26,28,33.8454,51.783,6.5247,99.5952,mango
21,32,30,29.6777,49.989,6.184,96.3894,mango
33,27,38,32.944,50.8399,3.9341,113.6429,mango
21,28,31,27.3531,50.3234,5.0976,96.8514,mango
20,29,27,31.5878,42.0424,6.2666,73.1268,mango
21,32,31,26.0383,53.3445,5.791,119.4519,mango
17,20,29,30.3322,53.7933,5.0857,100.5551,mango
20,29,31,32.1009,54.094,5.3198,86.1612,mango
26,26,32,29.6976,55.6795,4.5563,76.199,mango
21,28,35,28.3739,53.6243,5.647,100.9387,mango
16,31,30,33.1153,47.5398,7.0264,93.2424,mango
15,22,37,30.7413,49.575,6.183,118.6122,mango
18,23,34,29.7761,50.5467,7.0143,89.8114,mango
20,19,27,31.1047,50.6462,6.2294,82.4393,mango
26,25,39,37.5917,55.9893,6.3165,108.4369,mango
13,32,31,33.8838,53.862,6.8844,108.8792,mango
18,27,27,33.9064,62.4641,5.9264,97.5298,mango
21,22,37,32.0889,63.2388,5.5877,105.1454,mango
11,25,38,31.4162,50.4779,6.3196,94.4347,mango
24,145,196,28.7761,78.7364,5.9534,75.6232,grapes
30,127,192,22.2368,77.3852,6.0857,78.0873,grapes
27,145,205,19.6704,83.9865,5.6094,73.4895,grapes
22,129,204,25.9146,84.5404,6.0641,53.96,grapes
31,118,205,29.2329,83.6007,5.8305,68.2566,grapes
9,129,205,25.9908,73.9437,5.6938,60.2543,grapes
35,142,186,24.6144,78.5325,6.2936,67.8792,grapes
13,124,205,25.2274,81.8812,5.3849,77.34,grapes
19,126,175,28.2445,83.9489,6.2259,71.9412,grapes
23,138,192,21.3774,85.0692,6.2738,78.6847,grapes
22,132,195,23.6645,82.577,5.6481,72.234,grapes
29,138,205,22.6419,83.3231,5.6719,59.1134,grapes
17,134,202,20.4964,82.3395,5.9108,49.3332,grapes
25,137,198,23.0149,84.7425,6.1128,70.6905,grapes
20,128,200,27.3232,83.2515,5.9389,67.7886,grapes
25,134,190,25.6998,82.263,6.1734,61.6844,grapes
23,123,185,25.9329,80.9265,6.7052,55.895,grapes
24,145,205,24.4394,82.3252,5.7969,63.6221,grapes
20,126,205,25.57,83.9384,5.3139,67.9441,grapes
20,143,205,21.5982,83.0699,6.3304,74.827,grapes
25,130,192,23.0715,83.5233,6.6733,71.009,grapes
29,134,205,24.576,87.3709,6.1571,82.3645,grapes
19,127,197,24.8325,83.0607,5.5649,61.2152,grapes
18,122,205,24.9606,79.404,5.9504,76.5485,grapes
27,115,205,23.585,85.5344,5.5526,69.8784,grapes
23,121,202,22.8677,76.5352,6.2571,75.0574,grapes
28,129,197,33.4733,77.6743,5.4595,66.0079,grapes
18,134,205,26.7204,83.3434,5.8799,78.0734,grapes
12,142,205,25.2394,84.0656,5.5983,71.8618,grapes
20,128,193,23.3004,77.0198,6.0507,64.0644,grapes
18,123,187,22.6463,80.4687,5.8535,69.4038,grapes
23,118,197,23.6076,79.5757,6.0707,67.5836,grapes
19,137,205,24.8785,80.0533,6.0089,73.4134,grapes
27,145,205,18.3587,85.7744,5.6053,60.0618,grapes
21,145,189,19.2918,84.826,6.2508,69.2652,grapes
24,139,188,22.0894,81.9235,5.9805,72.6625,grapes
24,138,205,24.6214,79.8162,5.6046,69.7642,grapes
24,145,189,23.2822,76.6014,6.8964,80.2755,grapes
23,135,205,28.4344,87.6807,6.1906,75.6922,grapes
26,138,194,19.5528,84.3685,5.9387,69.4402,grapes
18,129,205,21.746,79.1733,6.5661,71.2335,grapes
31,118,192,28.5603,84.8784,6.7367,71.8653,grapes
22,125,205,24.3934,81.7191,5.9419,72.7264,grapes
15,132,202,26.6545,80.8516,6.139,54.8947,grapes
24,133,203,30.1537,83.7408,5.6048,67.0878,grapes
18,145,180,21.9186,79.034,5.9411,57.6245,grapes
27,133,178,23.7021,80.625,5.9204,79.7262,grapes
36,144,198,23.1827,82.4858,6.0739,69.0132,grapes
18,128,202,18.1362,80.0022,6.1331,67.9533,grapes
25,129,189,23.0688,84.6763,6.2239,76.6744,grapes
12,119,189,26.6432,89.4763,6.0951,72.8786,grapes
26,125,205,25.6218,78.9828,5.5157,60.4709,grapes
18,137,205,25.8572,75.3395,5.6246,68.9328,grapes
19,132,199,22.8735,73.993,5.7814,66.8187,grapes
16,141,205,22.0317,81.3981,5.8871,55.5437,grapes
27,134,188,27.8078,79.3473,6.4203,63.9778,grapes
29,128,196,22.508,82.8314,5.5348,68.0317,grapes
23,145,205,24.8822,82.5304,5.857,68.5804,grapes
18,131,201,24.49,75.5871,6.3812,57.6421,grapes
33,144,201,28.3852,74.7405,5.88,78.7133,grapes
18,128,205,26.9142,83.1837,6.1842,68.6832,grapes
10,139,186,20.1142,82.5417,5.9442,69.8004,grapes
26,141,205,20.4373,80.2967,6.1027,72.7051,grapes
16,134,205,25.7367,75.3714,5.9086,63.1954,grapes
29,108,197,23.807,83.8856,6.2668,73.1508,grapes
21,132,205,22.6345,87.0876,5.382,66.5634,grapes
27,144,190,27.0469,83.1119,5.8547,62.3273,grapes
31,137,193,24.5624,78.6101,6.1186,74.0876,grapes
16,136,204,24.1574,82.1782,6.2135,81.4334,grapes
20,115,205,26.3395,76.5355,6.5972,75.2986,grapes
23,125,205,22.8747,86.2318,5.8436,76.8838,grapes
32,136,205,28.7056,82.3274,6.5918,65.335,grapes
19,136,199,21.6359,74.9274,5.7364,56.719,grapes
19,144,205,25.9708,80.7973,6.5315,81.4211,grapes
26,131,197,28.3015,83.8532,6.327,85.9361,grapes
20,136,205,19.8681,80.6678,5.6346,81.8425,grapes
24,132,202,22.97,80.8964,6.1228,66.8137,grapes
14,122,204,27.4266,77.1024,5.9795,60.2629,grapes
36,109,204,27.4717,84.2662,6.2502,60.9745,grapes
15,136,184,23.4855,79.4061,5.9107,56.0301,grapes
21,134,189,21.796,73.3742,5.8771,68.641,grapes
23,126,201,26.8678,80.515,6.5476,82.3454,grapes
34,116,183,27.5506,85.9246,5.9605,68.3667,grapes
15,138,205,20.506,80.4523,6.3306,71.9186,grapes
35,129,205,20.3883,88.9519,5.9099,80.5048,grapes
28,138,203,24.6758,83.7159,6.6667,66.2672,grapes
26,145,189,25.8881,83.355,5.7287,85.7843,grapes
17,111,205,23.1028,81.4864,5.7543,85.4368,grapes
26,125,205,26.0379,81.7269,6.6098,68.4511,grapes
19,130,201,21.8696,80.9463,5.822,64.8797,grapes
31,145,205,17.6559,80.7909,6.6404,75.0779,grapes
17,116,202,22.7283,84.1235,6.3567,66.7198,grapes
22,145,205,24.1897,78.2567,5.9381,60.2476,grapes
20,133,199,23.1725,77.6964,5.2747,79.7499,grapes
17,131,200,20.5242,77.5072,5.9923,79.2316,grapes
27,130,205,18.5531,90.1826,6.0407,70.7441,grapes
26,128,205,22.4577,84.1214,6.4669,59.3971,grapes
30,142,186,26.693,83.218,6.6354,59.6638,grapes
12,121,199,27.7686,77.7699,5.726,70.3578,grapes
29,135,188,27.5631,84.4934,6.3205,65.501,grapes
96,24,53,26.9305,83.9289,5.8407,49.024,watermelon
109,15,55,24.7133,90.2908,6.8806,53.1802,watermelon
106,15,53,22.3256,85.7023,6.5571,54.0223,watermelon
113,16,39,25.0854,80.901,6.3861,50.5393,watermelon
89,13,56,26.7471,92.3922,6.7571,53.7545,watermelon
96,10,56,29.1108,88.9628,6.9574,45.6462,watermelon
107,21,55,23.1041,84.5159,5.6594,59.8474,watermelon
103,10,52,24.6469,87.9087,6.6303,56.4558,watermelon
114,18,51,24.7212,83.3852,6.072,42.4304,watermelon
103,21,56,28.2116,88.3166,6.6497,44.0494,watermelon
117,11,62,25.4301,75.4357,6.5384,44.2185,watermelon
104,13,44,23.6853,80.9208,6.6907,54.5678,watermelon
110,22,56,26.6174,88.917,6.3502,42.7916,watermelon
96,19,49,24.6907,84.0014,5.938,48.5139,watermelon
99,15,49,23.0512,85.8302,6.3649,53.2282,watermelon
108,22,41,23.7145,79.6129,6.6221,50.103,watermelon
115,22,48,28.9681,92.3915,6.8046,52.0533,watermelon
106,18,44,26.2684,89.7621,6.1485,44.1052,watermelon
98,13,47,25.7155,84.1973,6.8081,54.0691,watermelon
113,15,43,25.0002,83.3812,6.3056,46.8207,watermelon
77,18,47,26.0843,89.1184,6.6087,48.5523,watermelon
85,16,48,26.0605,92.9299,6.347,51.9264,watermelon
106,21,51,26.0843,88.815,6.5547,51.1185,watermelon
99,11,40,25.7297,93.6872,6.7676,50.6439,watermelon
105,11,41,27.2376,81.3106,6.1319,45.9962,watermelon
100,18,52,25.5462,81.7225,6.296,48.7027,watermelon
105,15,45,23.5441,80.2442,6.5555,50.5131,watermelon
91,14,56,24.2752,86.767,7.2205,42.2495,watermelon
105,10,51,21.542,85.7024,6.241,47.7248,watermelon
109,17,54,29.5536,84.3922,7.112,52.8261,watermelon
111,17,58,27.2255,88.237,7.1013,42.8354,watermelon
119,20,48,23.8399,89.9293,6.4708,57.4395,watermelon
101,17,47,24.9363,78.8974,6.4106,58.1177,watermelon
102,16,55,24.2262,82.6121,6.2924,43.0291,watermelon
84,22,53,28.5851,88.2806,6.4795,58.6457,watermelon
94,12,49,22.6602,83.129,6.078,49.6385,watermelon
97,19,58,25.729,81.8072,6.4771,53.0111,watermelon
110,10,49,25.2829,89.0741,6.9491,47.5201,watermelon
93,14,50,27.1537,79.842,6.3167,56.0383,watermelon
107,12,50,25.292,83.7937,6.4278,52.9366,watermelon
99,20,44,21.9836,86.3146,5.9897,45.6151,watermelon
97,17,50,24.9978,82.7047,6.6122,43.5088,watermelon
101,17,58,23.5557,88.1326,6.5793,41.7382,watermelon
95,13,53,25.6592,82.7245,6.5191,51.6277,watermelon
95,16,50,28.3684,90.6345,6.435,53.9348,watermelon
82,14,49,22.0211,84.497,6.4122,54.4058,watermelon
97,19,52,23.8996,87.6851,6.6506,49.7921,watermelon
94,13,54,24.3946,87.9841,6.4914,43.558,watermelon
94,22,54,24.7367,82.4898,6.5945,46.4076,watermelon
103,10,48,26.9803,76.7861,6.5645,57.4141,watermelon
106,14,52,25.1529,86.443,6.837,47.5922,watermelon
101,24,53,26.3316,85.2892,6.7031,51.3605,watermelon
109,15,44,24.2485,87.2233,6.5579,44.0461,watermelon
105,12,51,25.9598,84.0939,6.9555,52.5195,watermelon
96,18,37,27.0556,83.2783,6.6261,47.7539,watermelon
94,15,53,24.0354,93.0339,6.8915,56.7803,watermelon
102,14,54,27.0627,79.1106,6.6821,55.1413,watermelon
105,13,54,25.6047,87.9358,5.9474,47.5258,watermelon
113,28,48,27.5909,82.7016,6.8915,49.74,watermelon
111,16,52,25.0972,83.6569,6.5406,47.1933,watermelon
94,9,59,26.2625,83.7316,6.4844,41.9834,watermelon
98,23,58,25.4188,81.7863,6.5844,45.3553,watermelon
106,19,50,25.3076,87.2849,6.3965,51.6893,watermelon
110,14,51,26.0179,90.5626,6.5681,52.4516,watermelon
108,13,57,26.5736,86.8801,6.3224,51.3913,watermelon
98,20,41,23.0009,85.4135,6.8823,48.6896,watermelon
86,16,48,28.3673,81.0542,6.4659,56.0984,watermelon
89,9,58,21.7807,87.0673,6.3852,50.8813,watermelon
102,24,56,24.1304,93.6254,6.2225,54.7195,watermelon
102,15,52,25.3115,83.4772,6.5806,39.8573,watermelon
88,23,41,26.3247,83.4961,6.5561,26.9656,watermelon
99,22,50,28.6523,82.7556,6.6165,52.2027,watermelon
105,13,46,21.7834,83.0423,6.1918,41.9514,watermelon
87,21,52,24.4846,74.0188,6.0196,49.2253,watermelon
110,14,45,21.2463,86.6201,6.6877,48.6874,watermelon
95,10,44,25.5632,81.6178,6.9454,60.0244,watermelon
112,15,38,26.0434,78.5589,6.1921,52.9,watermelon
94,19,57,28.6816,88.0128,6.9768,51.4952,watermelon
