date,commodity,market,district,state,variety,grade,min_price,max_price,modal_price,arrivals
2024-05-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1982.24,2297.39,2118.17,1509.57
2024-05-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1876.11,2071.18,1976.09,1529.15
2024-05-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1825.17,2051.28,1950.69,1430.44
2024-05-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1695.31,2022.07,1838.36,1433.65
2024-05-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1622.82,1925.3,1783.3,1550.1
2024-05-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1610.96,1806.18,1706.88,1025.38
2024-06-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1386.6,1652.03,1511.48,2135.24
2024-06-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1495.85,1874.6,1657.49,1777.04
2024-06-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1653.94,1823.66,1734.39,1598.27
2024-06-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1312.43,1467.35,1394.3,2022.7
2024-06-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1407.44,1666.13,1532.98,1609.61
2024-06-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1582.25,1804.04,1702.16,1935.63
2024-06-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1491.26,1676.06,1581.64,1746.73
2024-06-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1412.41,1725.16,1568.02,1533.09
2024-06-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1533.02,1789.11,1656.65,2081.27
2024-06-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1531.2,1914.18,1692.96,1413.76
2024-06-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1574.71,1767.2,1672.85,1835.69
2024-06-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1434.13,1734.16,1591.76,1610.23
2024-06-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1483.56,1711.48,1605.1,1682.08
2024-06-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1648.85,1899.94,1777.88,1322.72
2024-06-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1517.55,1864.24,1684.96,1170.97
2024-06-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1435.99,1690.99,1575.32,1312.16
2024-06-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1644.46,1826.91,1740.88,1789.56
2024-06-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1471.52,1719.6,1585.29,2027.14
2024-06-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1575.31,1733.21,1643.54,2080.19
2024-06-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1504.73,1752.7,1610.77,2015.96
2024-06-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1661.15,2023.96,1830.71,1926.21
2024-06-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1543.13,1898.8,1691.46,1609.6
2024-06-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1618.66,1934.46,1774.71,1530.0
2024-06-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1448.21,1623.02,1539.69,1963.99
2024-06-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1532.87,1818.2,1667.18,1733.92
2024-06-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1486.34,1799.21,1627.03,1096.13
2024-07-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1397.94,1623.52,1502.95,1684.03
2024-07-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1512.47,1676.65,1587.28,2136.97
2024-07-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1379.8,1525.76,1446.16,2505.99
2024-07-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1220.38,1375.37,1302.0,2060.28
2024-07-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1235.63,1426.72,1317.08,2610.68
2024-07-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1393.08,1618.68,1513.66,2370.66
2024-07-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1251.72,1409.42,1334.45,2104.8
2024-07-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1326.33,1462.69,1392.59,2395.3
2024-07-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1311.35,1560.54,1430.57,1792.98
2024-07-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1448.57,1721.83,1591.06,1712.16
2024-07-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1474.97,1662.41,1569.71,1561.32
2024-07-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1497.31,1645.29,1565.4,1907.72
2024-07-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1505.99,1700.18,1592.74,1899.58
2024-07-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1254.87,1486.31,1360.8,2581.08
2024-07-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1442.06,1605.55,1511.02,1729.88
2024-07-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1286.02,1408.74,1350.17,2245.91
2024-07-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1324.45,1660.32,1464.45,2241.97
2024-07-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1370.47,1613.65,1501.96,3201.06
2024-07-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1341.06,1606.61,1459.64,1887.45
2024-07-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1413.95,1546.36,1474.17,2516.62
2024-07-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1250.54,1396.79,1330.4,2828.09
2024-07-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1316.05,1576.86,1443.8,1875.3
2024-07-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1418.19,1617.14,1504.8,2079.3
2024-07-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1253.88,1361.44,1309.53,1781.73
2024-07-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1242.09,1514.71,1372.96,1763.76
2024-07-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1211.96,1469.23,1320.94,1937.19
2024-07-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1454.11,1665.85,1551.2,2352.25
2024-08-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1264.99,1484.96,1360.72,3426.45
2024-08-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1158.77,1348.85,1250.51,3022.33
2024-08-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1143.19,1375.16,1253.75,2526.5
2024-08-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1268.83,1420.11,1335.0,2887.24
2024-08-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1364.11,1510.48,1434.0,2062.99
2024-08-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1174.53,1389.75,1266.56,3279.66
2024-08-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1149.44,1431.11,1268.48,3369.9
2024-08-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1346.16,1617.5,1494.15,3058.48
2024-08-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1301.27,1511.35,1398.5,2504.95
2024-08-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1216.85,1488.07,1348.85,2566.15
2024-08-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1282.35,1520.11,1394.91,2814.49
2024-08-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1198.68,1430.33,1310.05,2174.79
2024-08-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1183.69,1375.23,1286.35,3323.27
2024-08-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1240.78,1461.01,1343.28,2114.15
2024-08-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1283.13,1454.08,1376.63,2185.46
2024-08-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1357.46,1675.55,1498.78,1867.3
2024-08-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1184.12,1467.36,1305.74,2999.82
2024-08-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1244.09,1483.77,1348.32,1933.94
2024-08-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1274.17,1518.23,1377.27,3178.38
2024-08-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1173.81,1306.36,1235.23,3495.51
2024-08-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1277.93,1527.91,1408.73,3427.97
2024-08-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1354.67,1484.02,1414.88,2117.12
2024-08-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1234.72,1553.48,1370.94,2477.01
2024-08-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1320.1,1465.6,1387.72,3023.82
2024-08-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1193.15,1388.94,1287.96,2207.43
2024-08-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1266.16,1554.64,1403.61,2936.18
2024-08-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1221.17,1370.33,1303.43,2340.65
2024-08-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1274.39,1469.94,1362.44,1966.47
2024-08-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1135.29,1361.96,1244.31,2477.76
2024-09-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1276.05,1522.83,1402.92,2021.49
2024-09-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1330.63,1607.28,1447.17,2040.42
2024-09-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1351.79,1567.05,1466.03,2420.1
2024-09-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1383.05,1530.06,1450.73,2441.46
2024-09-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1414.35,1592.25,1504.05,2489.39
2024-09-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1440.85,1723.99,1586.15,2334.29
2024-09-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1341.7,1623.52,1470.62,2484.96
2024-09-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1183.55,1360.49,1271.42,2439.86
2024-09-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1481.13,1646.02,1558.6,1883.89
2024-09-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1284.45,1529.94,1416.32,2130.81
2024-09-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1274.89,1512.44,1392.55,2181.06
2024-09-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1382.78,1536.84,1463.34,2758.57
2024-09-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1257.68,1414.77,1328.02,2367.26
2024-09-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1417.72,1576.95,1492.92,1787.95
2024-09-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1404.1,1547.75,1467.87,2707.96
2024-09-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1120.65,1370.63,1237.94,2637.73
2024-09-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1488.2,1703.44,1596.46,1392.17
2024-09-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1498.99,1808.61,1658.28,2208.54
2024-09-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1402.91,1671.68,1551.93,3078.2
2024-09-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1360.61,1500.4,1424.18,2685.49
2024-09-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1291.13,1499.39,1400.52,2054.89
2024-09-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1361.1,1564.73,1459.09,1698.58
2024-09-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1481.33,1652.34,1560.08,2184.86
2024-09-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1414.67,1675.65,1543.29,2002.22
2024-09-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1408.05,1581.04,1499.7,1320.99
2024-09-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1366.28,1546.77,1463.31,2366.99
2024-10-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1719.69,1942.51,1836.03,1690.17
2024-10-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1614.66,1899.15,1770.42,1992.5
2024-10-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1496.4,1809.44,1635.75,1659.72
2024-10-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1685.94,1965.59,1820.28,1351.3
2024-10-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1543.49,1713.67,1616.34,1581.88
2024-10-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1553.11,1854.42,1683.64,2138.12
2024-10-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1436.59,1695.81,1565.83,1767.76
2024-10-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1585.06,1819.69,1686.31,1729.07
2024-10-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1640.85,1881.17,1772.91,1610.12
2024-10-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1561.04,1734.81,1650.98,1857.58
2024-10-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1581.41,1785.21,1694.03,1735.59
2024-10-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1527.13,1761.17,1651.27,1298.29
2024-10-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1662.74,1839.95,1747.02,1481.64
2024-10-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1623.47,1919.44,1755.48,1603.74
2024-10-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1575.75,1851.34,1717.78,1596.59
2024-10-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1554.04,1726.16,1638.29,1921.17
2024-10-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1496.12,1823.51,1660.92,2094.45
2024-10-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1675.8,1939.53,1814.83,954.1
2024-10-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1668.72,1981.65,1820.31,1374.12
2024-10-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1432.21,1694.01,1545.01,1717.43
2024-10-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1450.83,1695.68,1562.88,1072.92
2024-10-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1593.67,1960.02,1767.8,2186.12
2024-10-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1768.02,1946.11,1845.13,2117.47
2024-10-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1662.88,1876.24,1752.8,1661.77
2024-10-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1683.34,1954.3,1808.48,1919.32
2024-10-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1371.06,1547.93,1458.6,1370.13
2024-10-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1657.15,1952.89,1783.54,1855.08
2024-11-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1765.53,2021.89,1876.61,1042.15
2024-11-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1662.2,1978.09,1804.64,993.27
2024-11-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1852.79,2090.16,1980.01,1370.76
2024-11-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2018.14,2408.96,2185.51,1308.9
2024-11-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1782.74,1997.63,1889.08,1557.65
2024-11-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1897.15,2178.21,2015.55,1812.38
2024-11-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1839.05,2040.88,1945.03,1603.85
2024-11-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1666.87,1851.37,1761.0,1671.01
2024-11-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1653.53,1879.72,1767.56,1213.93
2024-11-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1625.4,1784.18,1703.88,1057.76
2024-11-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1873.27,2086.59,1984.5,1361.23
2024-11-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1699.37,2030.93,1871.74,1896.19
2024-11-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1669.39,1921.83,1790.87,1622.41
2024-11-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1789.62,2186.23,1965.37,1383.17
2024-11-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1739.85,1965.75,1844.15,1619.18
2024-11-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1880.38,2368.55,2085.19,1480.69
2024-11-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1774.51,2061.56,1914.3,1780.92
2024-11-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1762.09,2217.28,1955.89,1205.52
2024-11-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1583.07,1940.95,1746.23,1286.93
2024-11-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1851.94,2057.67,1938.0,1390.58
2024-11-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1879.36,2081.9,1979.35,1181.19
2024-11-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1622.57,1969.89,1800.66,1688.54
2024-11-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1613.63,1863.34,1731.22,1674.31
2024-11-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1781.47,2061.81,1903.98,1433.48
2024-11-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1792.5,2042.57,1906.48,1428.52
2024-11-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1786.3,2212.51,1980.67,1247.91
2024-12-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1822.89,2094.32,1966.96,1511.76
2024-12-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1887.72,2238.16,2060.56,1292.13
2024-12-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2040.17,2265.57,2143.2,1879.05
2024-12-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1732.18,2168.79,1919.75,1868.15
2024-12-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1965.08,2275.27,2118.7,1134.0
2024-12-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2045.52,2328.13,2174.26,1150.42
2024-12-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2136.61,2516.98,2304.27,1527.11
2024-12-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1796.52,2103.46,1934.14,1544.94
2024-12-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1851.24,2106.98,1967.93,1758.53
2024-12-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2023.33,2276.24,2148.68,1545.66
2024-12-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1859.94,2203.99,2021.63,1114.56
2024-12-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1951.37,2152.14,2059.74,1214.78
2024-12-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2101.37,2302.43,2208.61,1800.65
2024-12-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2087.26,2408.77,2239.02,1247.63
2024-12-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2024.17,2402.26,2203.56,1439.42
2024-12-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1849.35,2051.68,1954.95,1152.42
2024-12-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1865.08,2192.52,2038.97,1643.43
2024-12-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2080.96,2396.34,2232.39,1124.59
2024-12-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1831.55,2123.97,1981.21,1185.25
2024-12-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2002.83,2358.32,2194.91,1740.24
2024-12-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1860.05,2153.15,1996.19,1841.9
2024-12-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1735.77,1975.54,1835.81,1490.49
2024-12-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2090.27,2356.25,2236.21,1071.19
2024-12-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1870.51,2138.23,1989.9,1521.0
2024-12-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2140.34,2427.55,2265.59,1375.9
2024-12-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1951.52,2332.37,2113.98,1541.71
2025-01-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2055.76,2289.0,2174.2,1078.86
2025-01-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1813.0,2163.07,1959.83,1549.55
2025-01-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1777.18,2038.74,1918.51,1356.46
2025-01-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1786.85,2084.32,1945.04,1288.18
2025-01-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1783.27,2062.46,1916.91,932.51
2025-01-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2027.52,2388.46,2181.25,1483.17
2025-01-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1884.43,2109.28,1980.72,858.48
2025-01-09,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1950.8,2308.3,2139.57,1987.96
2025-01-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1930.49,2344.0,2114.4,1629.52
2025-01-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1729.29,2127.82,1920.73,1172.29
2025-01-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1967.52,2214.56,2075.88,954.75
2025-01-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1839.49,2207.67,2004.97,1391.26
2025-01-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2145.19,2399.09,2252.97,1544.59
2025-01-16,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1855.61,2256.8,2048.11,1636.6
2025-01-17,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1840.37,2039.12,1928.82,1078.15
2025-01-18,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1937.23,2162.31,2036.73,1379.66
2025-01-19,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2008.88,2235.07,2126.56,1236.75
2025-01-20,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1936.27,2141.15,2027.28,887.12
2025-01-21,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2026.41,2350.88,2185.7,1511.67
2025-01-22,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1937.81,2333.16,2111.63,1161.55
2025-01-23,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2146.32,2493.8,2337.8,1034.8
2025-01-24,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1994.89,2482.42,2202.21,1802.88
2025-01-25,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1713.57,1960.9,1847.3,983.26
2025-01-26,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2076.98,2308.59,2178.92,862.0
2025-01-27,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1903.76,2247.77,2073.52,1152.27
2025-01-28,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1873.48,2170.49,2036.23,1124.52
2025-01-29,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1930.48,2209.24,2062.34,1287.13
2025-01-30,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2120.69,2312.47,2214.14,1661.3
2025-01-31,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2013.5,2398.89,2208.4,1464.78
2025-02-01,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1945.64,2280.99,2093.26,1563.55
2025-02-02,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1879.84,2333.56,2078.42,1425.38
2025-02-03,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1895.5,2119.15,2017.07,1346.61
2025-02-04,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1787.32,2123.61,1971.32,1419.46
2025-02-05,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2074.35,2347.93,2196.37,1325.59
2025-02-06,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1792.87,1984.09,1872.59,1120.73
2025-02-07,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1709.34,1978.32,1823.29,1111.89
2025-02-08,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1981.78,2318.52,2163.1,1540.29
2025-02-10,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2051.86,2287.57,2168.36,1695.79
2025-02-11,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1843.53,2261.96,2039.84,1187.51
2025-02-12,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1809.22,2064.19,1935.78,1850.47
2025-02-13,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,2034.28,2221.13,2130.31,1490.36
2025-02-14,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1895.11,2141.62,2021.74,1279.55
2025-02-15,Tomato,Nashik,Nashik,Maharashtra,Deshi,FAQ,1666.59,1894.2,1775.23,1488.37
