lane_id,origin_location_id,mandi_id,origin_state,origin_district,market_option,market_name,road_distance_km,freight_inr_per_quintal,handling_inr_per_quintal,loading_inr_per_quintal,expected_transit_days,mode,use_case,effective_date,data_status
FML-281B9B8A44,LOC-BD3E48FBD6,MND-A6B9A32FD7,Maharashtra,Mumbai Suburban,B,Mumbai Suburban — Secondary Market Yard,24,38.4,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3E38D4E6D4,LOC-BD3E48FBD6,MND-5B844BAD69,Maharashtra,Mumbai Suburban,C,Mumbai Suburban — Regional Wholesale Market,8,30.8,5,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B50FE57DD7,LOC-36E5643D5A,MND-FBFB627F22,Maharashtra,Nagpur,A,Nagpur — Primary Local Mandi,7,26.7,13,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C40CD9B714,LOC-36E5643D5A,MND-FACF943B56,Maharashtra,Nagpur,B,Nagpur — Secondary Market Yard,40,66.0,13,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-32F9DF96A1,LOC-36E5643D5A,MND-781B0DE409,Maharashtra,Nagpur,C,Nagpur — Regional Wholesale Market,62,79.2,11,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EC79A06BA8,LOC-221C94B503,MND-725492BCF7,Maharashtra,Nanded,A,Nanded — Primary Local Mandi,78,106.8,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BA81FF4E0D,LOC-221C94B503,MND-8B7C7CB164,Maharashtra,Nanded,B,Nanded — Secondary Market Yard,71,90.1,6,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0AAFAFBD66,LOC-221C94B503,MND-174A2E6AE4,Maharashtra,Nanded,C,Nanded — Regional Wholesale Market,29,45.9,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4E8E6629C2,LOC-805D44A0C6,MND-FA4D28A866,Maharashtra,Nandurbar,A,Nandurbar — Primary Local Mandi,60,74.0,14,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-412183D01E,LOC-805D44A0C6,MND-19A0303AAA,Maharashtra,Nandurbar,B,Nandurbar — Secondary Market Yard,58,82.8,9,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B9A8A95FEE,LOC-805D44A0C6,MND-E09980DA22,Maharashtra,Nandurbar,C,Nandurbar — Regional Wholesale Market,77,95.7,11,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4017C08EAD,LOC-AD6B3F3A69,MND-A36A077592,Maharashtra,Nashik,A,Nashik — Primary Local Mandi,42,68.2,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-55C489B767,LOC-AD6B3F3A69,MND-F7E645554C,Maharashtra,Nashik,B,Nashik — Secondary Market Yard,17,26.7,7,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-528EBB0722,LOC-AD6B3F3A69,MND-E0862404EF,Maharashtra,Nashik,C,Nashik — Regional Wholesale Market,33,55.3,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0EEA0D53A2,LOC-415561A95E,MND-D034492776,Maharashtra,Palghar,A,Palghar — Primary Local Mandi,61,76.1,10,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-354DCD9D28,LOC-415561A95E,MND-15E86D4B87,Maharashtra,Palghar,B,Palghar — Secondary Market Yard,80,98.0,10,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-94084AE5C7,LOC-415561A95E,MND-08E02B45E0,Maharashtra,Palghar,C,Palghar — Regional Wholesale Market,10,18,7,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-32884E4B66,LOC-AE3B7B213B,MND-CC3FD70993,Maharashtra,Parbhani,A,Parbhani — Primary Local Mandi,18,39.8,6,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8076D0FCA5,LOC-AE3B7B213B,MND-1DA1B19B73,Maharashtra,Parbhani,B,Parbhani — Secondary Market Yard,31,45.1,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2AF6B791F6,LOC-AE3B7B213B,MND-BD1D4B74C7,Maharashtra,Parbhani,C,Parbhani — Regional Wholesale Market,23,42.3,12,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5F87EAC901,LOC-B8F6DEFB70,MND-EEAE73873C,Maharashtra,Pune,A,Pune — Primary Local Mandi,21,36.1,5,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EA253B2665,LOC-B8F6DEFB70,MND-8F74646435,Maharashtra,Pune,B,Pune — Secondary Market Yard,20,40.0,12,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0117F395FC,LOC-B8F6DEFB70,MND-9A9EDD13CB,Maharashtra,Pune,C,Pune — Regional Wholesale Market,49,67.9,13,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1A1CB2EB3F,LOC-B05265EA9B,MND-212C7A5E92,Maharashtra,Raigad,A,Raigad — Primary Local Mandi,33,45.3,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8178DF8E1E,LOC-B05265EA9B,MND-AF91CA6CB1,Maharashtra,Raigad,B,Raigad — Secondary Market Yard,58,72.8,7,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A8310F8FE6,LOC-B05265EA9B,MND-085EB85C7F,Maharashtra,Raigad,C,Raigad — Regional Wholesale Market,22,32.2,12,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F8FD53B2A3,LOC-F610EDA277,MND-8AA4B962A6,Maharashtra,Ratnagiri,A,Ratnagiri — Primary Local Mandi,77,103.7,13,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DCBE076754,LOC-F610EDA277,MND-138D45EF78,Maharashtra,Ratnagiri,B,Ratnagiri — Secondary Market Yard,67,89.7,8,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-52AB2B57F3,LOC-F610EDA277,MND-8CB5FF3587,Maharashtra,Ratnagiri,C,Ratnagiri — Regional Wholesale Market,44,63.4,7,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E1890A764C,LOC-D33B8453EA,MND-FD7DC3AEBF,Maharashtra,Sangli,A,Sangli — Primary Local Mandi,28,38.8,13,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4683D7CEAE,LOC-D33B8453EA,MND-763705B43E,Maharashtra,Sangli,B,Sangli — Secondary Market Yard,74,99.4,12,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-31031D098A,LOC-D33B8453EA,MND-23956DED8D,Maharashtra,Sangli,C,Sangli — Regional Wholesale Market,18,34.8,6,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4ABF29623A,LOC-184D9E3568,MND-5081CDE1C4,Maharashtra,Satara,A,Satara — Primary Local Mandi,23,45.3,14,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0E0B443001,LOC-184D9E3568,MND-8F93FC8D7E,Maharashtra,Satara,B,Satara — Secondary Market Yard,38,49.8,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A82F68C8A5,LOC-184D9E3568,MND-0C25CDA726,Maharashtra,Satara,C,Satara — Regional Wholesale Market,30,43.0,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A0F26BBE3A,LOC-35C08702A7,MND-BBE5C018EF,Maharashtra,Sindhudurg,A,Sindhudurg — Primary Local Mandi,32,50.2,7,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8879F27B8F,LOC-35C08702A7,MND-04D3FDA7EF,Maharashtra,Sindhudurg,B,Sindhudurg — Secondary Market Yard,80,99.0,14,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1E8C2E851D,LOC-35C08702A7,MND-E28F3DB435,Maharashtra,Sindhudurg,C,Sindhudurg — Regional Wholesale Market,61,89.1,10,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4AE298FF9B,LOC-C40E73C170,MND-4D5C09E994,Maharashtra,Solapur,A,Solapur — Primary Local Mandi,80,107.0,12,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5379060D6A,LOC-C40E73C170,MND-AEF7E25623,Maharashtra,Solapur,B,Solapur — Secondary Market Yard,71,87.1,6,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8178DD020A,LOC-C40E73C170,MND-E282B819BB,Maharashtra,Solapur,C,Solapur — Regional Wholesale Market,60,72.0,14,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2EBA612504,LOC-3A20085469,MND-09317C2B95,Maharashtra,Thane,A,Thane — Primary Local Mandi,47,73.7,6,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-395A0DC809,LOC-3A20085469,MND-2F05BB3EA8,Maharashtra,Thane,B,Thane — Secondary Market Yard,68,96.8,8,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5C5383DA68,LOC-3A20085469,MND-B0DCB3317A,Maharashtra,Thane,C,Thane — Regional Wholesale Market,41,57.1,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9CE0E9FC26,LOC-6F9126A82D,MND-4C608DC62E,Maharashtra,Wardha,A,Wardha — Primary Local Mandi,40,56.0,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-57CCC56E73,LOC-6F9126A82D,MND-BAFFC1C2B3,Maharashtra,Wardha,B,Wardha — Secondary Market Yard,33,48.3,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-62EED6084C,LOC-6F9126A82D,MND-265DA3B81C,Maharashtra,Wardha,C,Wardha — Regional Wholesale Market,57,78.7,5,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E0A4DDD375,LOC-FE111985C9,MND-9C39E74B63,Maharashtra,Washim,A,Washim — Primary Local Mandi,58,81.8,5,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CB49789E99,LOC-FE111985C9,MND-6DA6BF08C0,Maharashtra,Washim,B,Washim — Secondary Market Yard,5,18,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D8A0894784,LOC-FE111985C9,MND-1CFD377EC2,Maharashtra,Washim,C,Washim — Regional Wholesale Market,8,30.8,7,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CFA8DB99D2,LOC-E478BF65F6,MND-165442B95F,Maharashtra,Yavatmal,A,Yavatmal — Primary Local Mandi,11,18.1,14,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DDA317BF9A,LOC-E478BF65F6,MND-539E7E30FA,Maharashtra,Yavatmal,B,Yavatmal — Secondary Market Yard,44,58.4,13,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8B1F0B6431,LOC-E478BF65F6,MND-6AD7D4984C,Maharashtra,Yavatmal,C,Yavatmal — Regional Wholesale Market,9,28.9,7,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-45D8189CB1,LOC-90CCF8D568,MND-395E3B8997,Manipur,Bishnupur,A,Bishnupur — Primary Local Mandi,70,94.0,6,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-263379781C,LOC-90CCF8D568,MND-870B7ADDBB,Manipur,Bishnupur,B,Bishnupur — Secondary Market Yard,69,85.9,6,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ABB26AF440,LOC-90CCF8D568,MND-49EB086620,Manipur,Bishnupur,C,Bishnupur — Regional Wholesale Market,50,66.0,14,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EEA813C2E9,LOC-647CD1A02B,MND-440FA5379A,Manipur,Chandel,A,Chandel — Primary Local Mandi,35,44.5,6,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5CAE978BB8,LOC-647CD1A02B,MND-4EE8EED528,Manipur,Chandel,B,Chandel — Secondary Market Yard,35,48.5,14,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FE261B2FA2,LOC-647CD1A02B,MND-05ED6EAA68,Manipur,Chandel,C,Chandel — Regional Wholesale Market,20,41.0,8,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-590DF58F30,LOC-980CE396FA,MND-45B85A7420,Manipur,Churachandpur,A,Churachandpur — Primary Local Mandi,73,100.3,6,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EC47BE0AFC,LOC-980CE396FA,MND-6715DC486A,Manipur,Churachandpur,B,Churachandpur — Secondary Market Yard,20,39.0,8,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AA9C06EF3A,LOC-980CE396FA,MND-81985EABD2,Manipur,Churachandpur,C,Churachandpur — Regional Wholesale Market,62,84.2,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AFDA7205AF,LOC-4D49CBF5F6,MND-1787C25E8B,Manipur,Imphal East,A,Imphal East — Primary Local Mandi,64,86.4,12,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-534F74F0AE,LOC-4D49CBF5F6,MND-3C97560E7D,Manipur,Imphal East,B,Imphal East — Secondary Market Yard,23,40.3,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7E43A3A103,LOC-4D49CBF5F6,MND-E8544E7AF2,Manipur,Imphal East,C,Imphal East — Regional Wholesale Market,25,37.5,10,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F1D829C398,LOC-075D47BA6A,MND-9C4B67C720,Manipur,Imphal West,A,Imphal West — Primary Local Mandi,43,55.3,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ACAF0178A3,LOC-075D47BA6A,MND-68D3393D1B,Manipur,Imphal West,B,Imphal West — Secondary Market Yard,67,85.7,14,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5B92EC9FFC,LOC-075D47BA6A,MND-51CB06AA45,Manipur,Imphal West,C,Imphal West — Regional Wholesale Market,10,23.0,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3C53A7CB67,LOC-9D616C72DF,MND-90B6B2FC95,Manipur,Jiribam,A,Jiribam — Primary Local Mandi,41,52.1,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3D27339E83,LOC-9D616C72DF,MND-BAB79AB5A6,Manipur,Jiribam,B,Jiribam — Secondary Market Yard,10,33.0,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9CCBC2885E,LOC-9D616C72DF,MND-E516817A67,Manipur,Jiribam,C,Jiribam — Regional Wholesale Market,61,76.1,13,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-70AD898FE5,LOC-E7B1881077,MND-30C8020566,Manipur,Kakching,A,Kakching — Primary Local Mandi,32,51.2,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-15394FA345,LOC-E7B1881077,MND-F2D60D71D9,Manipur,Kakching,B,Kakching — Secondary Market Yard,53,77.3,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-678FE200F2,LOC-E7B1881077,MND-692DE88B1C,Manipur,Kakching,C,Kakching — Regional Wholesale Market,53,70.3,14,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B42B4C782B,LOC-544B8E9F89,MND-1EDC016F08,Manipur,Kamjong,A,Kamjong — Primary Local Mandi,15,24.5,10,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0AE47278EA,LOC-544B8E9F89,MND-BB61B2FFAB,Manipur,Kamjong,B,Kamjong — Secondary Market Yard,10,20.0,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D1FF3259C6,LOC-544B8E9F89,MND-06EFE662BD,Manipur,Kamjong,C,Kamjong — Regional Wholesale Market,66,93.6,6,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8F7ADA0524,LOC-127896DDF7,MND-55FE4F9C6D,Manipur,Kangpokpi,A,Kangpokpi — Primary Local Mandi,77,96.7,8,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9AD622324C,LOC-127896DDF7,MND-C988B2754E,Manipur,Kangpokpi,B,Kangpokpi — Secondary Market Yard,49,61.9,11,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-74219EB5D3,LOC-127896DDF7,MND-7607C29F7B,Manipur,Kangpokpi,C,Kangpokpi — Regional Wholesale Market,72,100.2,8,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-376BC7E71B,LOC-3E66DB0E2F,MND-105920836E,Manipur,Noney,A,Noney — Primary Local Mandi,15,38.5,11,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-47CCF5ADB5,LOC-3E66DB0E2F,MND-0C2BAF77E7,Manipur,Noney,B,Noney — Secondary Market Yard,52,75.2,10,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-892AF80BBF,LOC-3E66DB0E2F,MND-4DE31FEF2B,Manipur,Noney,C,Noney — Regional Wholesale Market,40,52.0,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B48CA37E8F,LOC-2B15CB0921,MND-E2CCEFC4A1,Manipur,Pherzawl,A,Pherzawl — Primary Local Mandi,23,38.3,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-827EC75232,LOC-2B15CB0921,MND-3A2E0F54FD,Manipur,Pherzawl,B,Pherzawl — Secondary Market Yard,37,52.7,10,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-50CB214A56,LOC-2B15CB0921,MND-F91DDBEA18,Manipur,Pherzawl,C,Pherzawl — Regional Wholesale Market,25,33.5,12,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-02FE9E2A21,LOC-DC1616CC40,MND-0E060B175E,Manipur,Senapati,A,Senapati — Primary Local Mandi,12,19.2,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6D03C0FBC5,LOC-DC1616CC40,MND-4E0526959E,Manipur,Senapati,B,Senapati — Secondary Market Yard,23,36.3,5,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D3ADAE44C0,LOC-DC1616CC40,MND-6BFF4E4056,Manipur,Senapati,C,Senapati — Regional Wholesale Market,16,38.6,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DDDD7C27B8,LOC-F5B57228F1,MND-CE477231E5,Manipur,Tamenglong,A,Tamenglong — Primary Local Mandi,7,18.7,10,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5503943D00,LOC-F5B57228F1,MND-F4A7A61542,Manipur,Tamenglong,B,Tamenglong — Secondary Market Yard,24,41.4,5,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C19FC03347,LOC-F5B57228F1,MND-371A64A96A,Manipur,Tamenglong,C,Tamenglong — Regional Wholesale Market,31,48.1,13,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-64D502834D,LOC-F1237321F2,MND-00920E3DAD,Manipur,Tengnoupal,A,Tengnoupal — Primary Local Mandi,43,66.3,10,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8184C4EA3B,LOC-F1237321F2,MND-DEBBC86B8A,Manipur,Tengnoupal,B,Tengnoupal — Secondary Market Yard,80,107.0,7,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BA05181DC6,LOC-F1237321F2,MND-292474C14D,Manipur,Tengnoupal,C,Tengnoupal — Regional Wholesale Market,36,51.6,12,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-36381A017A,LOC-426D6CF32F,MND-33AEDA70D9,Manipur,Thoubal,A,Thoubal — Primary Local Mandi,32,42.2,13,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F72A5573E2,LOC-426D6CF32F,MND-86910768BC,Manipur,Thoubal,B,Thoubal — Secondary Market Yard,32,51.2,13,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-68C5CBF137,LOC-426D6CF32F,MND-DA1768142C,Manipur,Thoubal,C,Thoubal — Regional Wholesale Market,51,73.1,8,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AB3024C5FE,LOC-405A142330,MND-E47074BFCD,Manipur,Ukhrul,A,Ukhrul — Primary Local Mandi,23,44.3,14,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-183639BFB7,LOC-405A142330,MND-56B6D16337,Manipur,Ukhrul,B,Ukhrul — Secondary Market Yard,11,31.1,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F1A1E82C00,LOC-405A142330,MND-1AC41ABE0D,Manipur,Ukhrul,C,Ukhrul — Regional Wholesale Market,62,88.2,14,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-354D0D2C45,LOC-D37E2EC8C6,MND-AD3466C379,Meghalaya,East Garo Hills,A,East Garo Hills — Primary Local Mandi,61,80.1,7,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6206926E33,LOC-D37E2EC8C6,MND-7DBA7EEF9F,Meghalaya,East Garo Hills,B,East Garo Hills — Secondary Market Yard,69,94.9,13,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E38B355269,LOC-D37E2EC8C6,MND-6ACFA27AAE,Meghalaya,East Garo Hills,C,East Garo Hills — Regional Wholesale Market,23,35.3,5,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AAACE49CD5,LOC-761B347FA5,MND-9A0AF5AC72,Meghalaya,East Jaintia Hills,A,East Jaintia Hills — Primary Local Mandi,27,38.7,8,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7E7988A267,LOC-761B347FA5,MND-CC921B3105,Meghalaya,East Jaintia Hills,B,East Jaintia Hills — Secondary Market Yard,57,80.7,5,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-78996AF6BF,LOC-761B347FA5,MND-2755B57298,Meghalaya,East Jaintia Hills,C,East Jaintia Hills — Regional Wholesale Market,67,94.7,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DAD10D4F76,LOC-E49095DD26,MND-AA9441A2D0,Meghalaya,East Khasi Hills,A,East Khasi Hills — Primary Local Mandi,59,70.9,13,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-76C082D8FC,LOC-E49095DD26,MND-50CD71D51F,Meghalaya,East Khasi Hills,B,East Khasi Hills — Secondary Market Yard,24,33.4,8,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3225D15DAB,LOC-E49095DD26,MND-A8E56BE102,Meghalaya,East Khasi Hills,C,East Khasi Hills — Regional Wholesale Market,24,36.4,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5F3D7A5DF6,LOC-9381A91728,MND-931F43B2B8,Meghalaya,Eastern West Khasi Hills,A,Eastern West Khasi Hills — Primary Local Mandi,61,74.1,14,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-12DBA5ADE6,LOC-9381A91728,MND-4CCCEC0293,Meghalaya,Eastern West Khasi Hills,B,Eastern West Khasi Hills — Secondary Market Yard,72,101.2,12,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-01BD4013AF,LOC-9381A91728,MND-C822E98004,Meghalaya,Eastern West Khasi Hills,C,Eastern West Khasi Hills — Regional Wholesale Market,46,59.6,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-99503AA2F0,LOC-BDB1FC5C20,MND-E7D323EF06,Meghalaya,North Garo Hills,A,North Garo Hills — Primary Local Mandi,30,43.0,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-167ADBBFD4,LOC-BDB1FC5C20,MND-26690844C9,Meghalaya,North Garo Hills,B,North Garo Hills — Secondary Market Yard,28,38.8,8,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
