lane_id,origin_location_id,origin_state,origin_district,destination_state,destination_city,destination_district,road_distance_km,freight_inr_per_quintal,fixed_lane_charge_inr,loading_inr_per_quintal,handling_inr_per_quintal,insurance_inr_per_quintal,expected_transit_days,mode,lane_type,use_case,effective_date,data_status
BLN-0196D949EC,LOC-69B480E848,Jharkhand,Chatra,Chhattisgarh,Raipur,Raipur,788,485.76,574,13,18,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E8FF171E56,LOC-69B480E848,Jharkhand,Chatra,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,614,381.28,887,9,19,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-505D3AD70F,LOC-69B480E848,Jharkhand,Chatra,Delhi,Delhi,New Delhi,700,441.0,1200,14,20,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B176361C3F,LOC-69B480E848,Jharkhand,Chatra,Goa,Panaji,North Goa,526,336.52,613,10,8,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0DAD90D4A9,LOC-69B480E848,Jharkhand,Chatra,Gujarat,Ahmedabad,Ahmedabad,612,396.24,926,6,9,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7E6EB50289,LOC-69B480E848,Jharkhand,Chatra,Haryana,Gurugram,Gurugram,438,291.76,1239,11,10,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-98A633A794,LOC-69B480E848,Jharkhand,Chatra,Himachal Pradesh,Shimla,Shimla,524,351.48,652,7,11,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0B03CE496B,LOC-69B480E848,Jharkhand,Chatra,Jammu and Kashmir,Jammu,Jammu,350,247.0,965,12,12,0.35,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4393F3725D,LOC-69B480E848,Jharkhand,Chatra,Jharkhand,Ranchi,Ranchi,94,99.88,1278,8,13,0.5,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DE365E05C7,LOC-69B480E848,Jharkhand,Chatra,Karnataka,Bengaluru,Bengaluru Urban,372,259.44,691,13,14,0.25,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-63B08B9071,LOC-69B480E848,Jharkhand,Chatra,Kerala,Kochi,Ernakulam,308,212.16,1004,9,15,0.4,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2A1A210F8B,LOC-69B480E848,Jharkhand,Chatra,Ladakh,Leh,Leh Ladakh,504,329.08,417,14,16,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C53D928F06,LOC-69B480E848,Jharkhand,Chatra,Lakshadweep,Kavaratti,Lakshadweep District,440,281.8,730,10,17,0.3,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-36E7D4E105,LOC-69B480E848,Jharkhand,Chatra,Madhya Pradesh,Indore,Indore,636,398.72,1043,6,18,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-298D4100B2,LOC-69B480E848,Jharkhand,Chatra,Maharashtra,Mumbai,Mumbai,572,351.44,456,11,19,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E218480C77,LOC-69B480E848,Jharkhand,Chatra,Manipur,Imphal,Imphal West,768,468.36,769,7,20,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-72C16B8203,LOC-69B480E848,Jharkhand,Chatra,Meghalaya,Shillong,East Khasi Hills,704,421.08,1082,12,8,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-979BA19543,LOC-69B480E848,Jharkhand,Chatra,Mizoram,Aizawl,Aizawl,900,538.0,495,8,9,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B2C2793F13,LOC-69B480E848,Jharkhand,Chatra,Nagaland,Dimapur,Dimapur,836,490.72,808,13,10,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5CF69123CB,LOC-69B480E848,Jharkhand,Chatra,Odisha,Bhubaneswar,Khordha,1032,607.64,1121,9,11,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-32910B66AB,LOC-69B480E848,Jharkhand,Chatra,Puducherry,Puducherry,Puducherry,968,560.36,534,14,12,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-23FE9D5313,LOC-69B480E848,Jharkhand,Chatra,Punjab,Ludhiana,Ludhiana,904,542.08,847,10,13,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-753D2FBD67,LOC-69B480E848,Jharkhand,Chatra,Rajasthan,Jaipur,Jaipur,1100,630.0,1160,6,14,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B41AE531DF,LOC-69B480E848,Jharkhand,Chatra,Sikkim,Gangtok,Gangtok,1036,611.72,573,11,15,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-50B2C6F9DF,LOC-69B480E848,Jharkhand,Chatra,Tamil Nadu,Chennai,Chennai,1232,699.64,886,7,16,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3A0395CA9E,LOC-69B480E848,Jharkhand,Chatra,Telangana,Hyderabad,Hyderabad,1168,681.36,1199,12,17,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D8CB80B3F0,LOC-69B480E848,Jharkhand,Chatra,Tripura,Agartala,West Tripura,1364,769.28,612,8,18,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-75990D2478,LOC-69B480E848,Jharkhand,Chatra,Uttar Pradesh,Lucknow,Lucknow,1300,751.0,925,13,19,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-19EA8D7A52,LOC-69B480E848,Jharkhand,Chatra,Uttarakhand,Dehradun,Dehradun,1496,838.92,1238,9,20,0.3,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DB87239F0A,LOC-69B480E848,Jharkhand,Chatra,West Bengal,Kolkata,Kolkata,1432,820.64,651,14,8,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-46E9717E02,LOC-AD940EDC40,Jharkhand,Deoghar,Andaman and Nicobar Islands,Port Blair,South Andamans,1065,627.8,515,11,15,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-30560E170D,LOC-AD940EDC40,Jharkhand,Deoghar,Andhra Pradesh,Vijayawada,NTR,1151,658.52,828,7,16,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-5895C04E21,LOC-AD940EDC40,Jharkhand,Deoghar,Arunachal Pradesh,Itanagar,Papum Pare,977,583.04,1141,12,17,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-76A5B64284,LOC-AD940EDC40,Jharkhand,Deoghar,Assam,Guwahati,Kamrup Metro,803,478.56,554,8,18,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-96DC0CF8F0,LOC-AD940EDC40,Jharkhand,Deoghar,Bihar,Patna,Patna,889,538.28,867,13,19,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4F9A49F53B,LOC-AD940EDC40,Jharkhand,Deoghar,Chandigarh,Chandigarh,Chandigarh,715,433.8,1180,9,20,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DE521227C1,LOC-AD940EDC40,Jharkhand,Deoghar,Chhattisgarh,Raipur,Raipur,801,493.52,593,14,8,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C7FD840356,LOC-AD940EDC40,Jharkhand,Deoghar,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,627,389.04,906,10,9,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C5AC19FD78,LOC-AD940EDC40,Jharkhand,Deoghar,Delhi,Delhi,New Delhi,713,448.76,1219,6,10,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-6BD76B7378,LOC-AD940EDC40,Jharkhand,Deoghar,Goa,Panaji,North Goa,539,344.28,632,11,11,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E79CB5E6BE,LOC-AD940EDC40,Jharkhand,Deoghar,Gujarat,Ahmedabad,Ahmedabad,625,404.0,945,7,12,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-847F49337A,LOC-AD940EDC40,Jharkhand,Deoghar,Haryana,Gurugram,Gurugram,451,299.52,1258,12,13,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1F51B3408B,LOC-AD940EDC40,Jharkhand,Deoghar,Himachal Pradesh,Shimla,Shimla,537,330.24,671,8,14,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-13E424F91D,LOC-AD940EDC40,Jharkhand,Deoghar,Jammu and Kashmir,Jammu,Jammu,363,254.76,984,13,15,0.4,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2FC9C016FC,LOC-AD940EDC40,Jharkhand,Deoghar,Jharkhand,Ranchi,Ranchi,111,109.72,1297,9,16,0.55,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BD8307D24D,LOC-AD940EDC40,Jharkhand,Deoghar,Karnataka,Bengaluru,Bengaluru Urban,385,267.2,710,14,17,0.3,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-C47B240C7D,LOC-AD940EDC40,Jharkhand,Deoghar,Kerala,Kochi,Ernakulam,321,219.92,1023,10,18,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1E45AB6A3B,LOC-AD940EDC40,Jharkhand,Deoghar,Ladakh,Leh,Leh Ladakh,517,336.84,436,6,19,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1164BF715A,LOC-AD940EDC40,Jharkhand,Deoghar,Lakshadweep,Kavaratti,Lakshadweep District,453,289.56,749,11,20,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D0CF0500F9,LOC-AD940EDC40,Jharkhand,Deoghar,Madhya Pradesh,Indore,Indore,649,406.48,1062,7,8,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-16A4C67871,LOC-AD940EDC40,Jharkhand,Deoghar,Maharashtra,Mumbai,Mumbai,585,359.2,475,12,9,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0E956C4D8A,LOC-AD940EDC40,Jharkhand,Deoghar,Manipur,Imphal,Imphal West,781,476.12,788,8,10,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-927EA95A9A,LOC-AD940EDC40,Jharkhand,Deoghar,Meghalaya,Shillong,East Khasi Hills,717,428.84,1101,13,11,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-61C193158C,LOC-AD940EDC40,Jharkhand,Deoghar,Mizoram,Aizawl,Aizawl,913,545.76,514,9,12,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-18279AB98C,LOC-AD940EDC40,Jharkhand,Deoghar,Nagaland,Dimapur,Dimapur,849,498.48,827,14,13,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-BFC4BA4E3A,LOC-AD940EDC40,Jharkhand,Deoghar,Odisha,Bhubaneswar,Khordha,785,480.2,1140,10,14,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-1079BEEAD7,LOC-AD940EDC40,Jharkhand,Deoghar,Puducherry,Puducherry,Puducherry,981,568.12,553,6,15,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4BD6C84D5D,LOC-AD940EDC40,Jharkhand,Deoghar,Punjab,Ludhiana,Ludhiana,917,549.84,866,11,16,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4ECB40531D,LOC-AD940EDC40,Jharkhand,Deoghar,Rajasthan,Jaipur,Jaipur,1113,637.76,1179,7,17,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E5260ED359,LOC-AD940EDC40,Jharkhand,Deoghar,Sikkim,Gangtok,Gangtok,1049,619.48,592,12,18,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-826F60E2DD,LOC-AD940EDC40,Jharkhand,Deoghar,Tamil Nadu,Chennai,Chennai,1245,707.4,905,8,19,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-99AF57DED4,LOC-AD940EDC40,Jharkhand,Deoghar,Telangana,Hyderabad,Hyderabad,1181,689.12,1218,13,20,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-7718DFC641,LOC-AD940EDC40,Jharkhand,Deoghar,Tripura,Agartala,West Tripura,1377,777.04,631,9,8,0.45,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-71D364C03A,LOC-AD940EDC40,Jharkhand,Deoghar,Uttar Pradesh,Lucknow,Lucknow,1313,758.76,944,14,9,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-25E2208484,LOC-AD940EDC40,Jharkhand,Deoghar,Uttarakhand,Dehradun,Dehradun,1509,846.68,1257,10,10,0.35,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-032BEE454B,LOC-AD940EDC40,Jharkhand,Deoghar,West Bengal,Kolkata,Kolkata,1445,828.4,670,6,11,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A8E5BCB13A,LOC-9284CB722E,Jharkhand,Dhanbad,Andaman and Nicobar Islands,Port Blair,South Andamans,1078,635.56,534,12,18,0.5,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-8651BA2007,LOC-9284CB722E,Jharkhand,Dhanbad,Andhra Pradesh,Vijayawada,NTR,904,531.08,847,8,19,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A739ADA1AC,LOC-9284CB722E,Jharkhand,Dhanbad,Arunachal Pradesh,Itanagar,Papum Pare,990,590.8,1160,13,20,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A3B73DEAFF,LOC-9284CB722E,Jharkhand,Dhanbad,Assam,Guwahati,Kamrup Metro,816,486.32,573,9,8,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B22E14E8BC,LOC-9284CB722E,Jharkhand,Dhanbad,Bihar,Patna,Patna,902,546.04,886,14,9,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-45E31A9A3D,LOC-9284CB722E,Jharkhand,Dhanbad,Chandigarh,Chandigarh,Chandigarh,728,441.56,1199,10,10,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-EAB45E9DE7,LOC-9284CB722E,Jharkhand,Dhanbad,Chhattisgarh,Raipur,Raipur,814,501.28,612,6,11,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DE42460AFF,LOC-9284CB722E,Jharkhand,Dhanbad,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Dadra And Nagar Haveli,640,396.8,925,11,12,0.35,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D1A4330BE5,LOC-9284CB722E,Jharkhand,Dhanbad,Delhi,Delhi,New Delhi,726,456.52,1238,7,13,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-FD405D93CD,LOC-9284CB722E,Jharkhand,Dhanbad,Goa,Panaji,North Goa,552,352.04,651,12,14,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B09E4ECD33,LOC-9284CB722E,Jharkhand,Dhanbad,Gujarat,Ahmedabad,Ahmedabad,638,382.76,964,8,15,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D0A3751C65,LOC-9284CB722E,Jharkhand,Dhanbad,Haryana,Gurugram,Gurugram,464,307.28,1277,13,16,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-57265E7D19,LOC-9284CB722E,Jharkhand,Dhanbad,Himachal Pradesh,Shimla,Shimla,290,202.8,690,9,17,0.3,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-022B7BA611,LOC-9284CB722E,Jharkhand,Dhanbad,Jammu and Kashmir,Jammu,Jammu,376,262.52,1003,14,18,0.45,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-293E65D9DF,LOC-9284CB722E,Jharkhand,Dhanbad,Jharkhand,Ranchi,Ranchi,128,119.56,416,10,19,0.2,1,TRUCK,INTRA_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-97976C4EAF,LOC-9284CB722E,Jharkhand,Dhanbad,Karnataka,Bengaluru,Bengaluru Urban,398,274.96,729,6,20,0.35,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B793A1DC94,LOC-9284CB722E,Jharkhand,Dhanbad,Kerala,Kochi,Ernakulam,334,227.68,1042,11,8,0.5,1,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-71D89A43A2,LOC-9284CB722E,Jharkhand,Dhanbad,Ladakh,Leh,Leh Ladakh,530,344.6,455,7,9,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-2832E0E3E7,LOC-9284CB722E,Jharkhand,Dhanbad,Lakshadweep,Kavaratti,Lakshadweep District,466,297.32,768,12,10,0.4,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-3A6549017B,LOC-9284CB722E,Jharkhand,Dhanbad,Madhya Pradesh,Indore,Indore,662,414.24,1081,8,11,0.55,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-AD609B5865,LOC-9284CB722E,Jharkhand,Dhanbad,Maharashtra,Mumbai,Mumbai,598,366.96,494,13,12,0.3,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-01187ACB07,LOC-9284CB722E,Jharkhand,Dhanbad,Manipur,Imphal,Imphal West,794,483.88,807,9,13,0.45,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-489DE82AE0,LOC-9284CB722E,Jharkhand,Dhanbad,Meghalaya,Shillong,East Khasi Hills,730,436.6,1120,14,14,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CD893EDCF3,LOC-9284CB722E,Jharkhand,Dhanbad,Mizoram,Aizawl,Aizawl,926,553.52,533,10,15,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0016BCBEF2,LOC-9284CB722E,Jharkhand,Dhanbad,Nagaland,Dimapur,Dimapur,862,506.24,846,6,16,0.5,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-183C560626,LOC-9284CB722E,Jharkhand,Dhanbad,Odisha,Bhubaneswar,Khordha,798,487.96,1159,11,17,0.25,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-E5F8437D01,LOC-9284CB722E,Jharkhand,Dhanbad,Puducherry,Puducherry,Puducherry,994,575.88,572,7,18,0.4,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-CAB1926215,LOC-9284CB722E,Jharkhand,Dhanbad,Punjab,Ludhiana,Ludhiana,930,557.6,885,12,19,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DED9115976,LOC-9284CB722E,Jharkhand,Dhanbad,Rajasthan,Jaipur,Jaipur,1126,645.52,1198,8,20,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-420959DC88,LOC-9284CB722E,Jharkhand,Dhanbad,Sikkim,Gangtok,Gangtok,1062,627.24,611,13,8,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-D0B78465E2,LOC-9284CB722E,Jharkhand,Dhanbad,Tamil Nadu,Chennai,Chennai,1258,715.16,924,9,9,0.2,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-B0846945A8,LOC-9284CB722E,Jharkhand,Dhanbad,Telangana,Hyderabad,Hyderabad,1194,696.88,1237,14,10,0.35,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-A75933CCEC,LOC-9284CB722E,Jharkhand,Dhanbad,Tripura,Agartala,West Tripura,1390,784.8,650,10,11,0.5,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-F212A0F1C6,LOC-9284CB722E,Jharkhand,Dhanbad,Uttar Pradesh,Lucknow,Lucknow,1326,766.52,963,6,12,0.25,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-50E85C6046,LOC-9284CB722E,Jharkhand,Dhanbad,Uttarakhand,Dehradun,Dehradun,1522,854.44,1276,11,13,0.4,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-9E2F31DF2A,LOC-9284CB722E,Jharkhand,Dhanbad,West Bengal,Kolkata,Kolkata,1458,836.16,689,7,14,0.55,4,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-0A18AF78AB,LOC-4E58E1BC59,Jharkhand,Dumka,Andaman and Nicobar Islands,Port Blair,South Andamans,1091,643.32,553,13,8,0.55,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-AED1F431C1,LOC-4E58E1BC59,Jharkhand,Dumka,Andhra Pradesh,Vijayawada,NTR,917,538.84,866,9,9,0.3,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-DB04013F5D,LOC-4E58E1BC59,Jharkhand,Dumka,Arunachal Pradesh,Itanagar,Papum Pare,1003,598.56,1179,14,10,0.45,3,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
BLN-4DCD4163CC,LOC-4E58E1BC59,Jharkhand,Dumka,Assam,Guwahati,Kamrup Metro,829,494.08,592,10,11,0.2,2,TRUCK,INTER_STATE,BULK_RFQ_AND_MARKETPLACE,2026-09-20,SYNTHETIC_DEMO
