location_id,state,district,location_type,display_name,primary_buyer_hub_city,primary_buyer_hub_district,data_status,verified
LOC-B559FA6C74,Madhya Pradesh,Dindori,DISTRICT,"Dindori, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-7501D58C00,Madhya Pradesh,Guna,DISTRICT,"Guna, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-EEDBA869BE,Madhya Pradesh,Gwalior,DISTRICT,"Gwalior, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-70A7C1BBFE,Madhya Pradesh,Harda,DISTRICT,"Harda, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-9FE8777920,Madhya Pradesh,Indore,DISTRICT,"Indore, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-7A00C0CF9C,Madhya Pradesh,Jabalpur,DISTRICT,"Jabalpur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-8160A22A6A,Madhya Pradesh,Jhabua,DISTRICT,"Jhabua, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-FBE4B881EE,Madhya Pradesh,Katni,DISTRICT,"Katni, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-9CFD5C33BD,Madhya Pradesh,Khandwa,DISTRICT,"Khandwa, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-A8B762A1C8,Madhya Pradesh,Khargone,DISTRICT,"Khargone, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-3BDF131D18,Madhya Pradesh,Mandla,DISTRICT,"Mandla, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-9026E5426E,Madhya Pradesh,Mandsaur,DISTRICT,"Mandsaur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-3D7D9BF739,Madhya Pradesh,Morena,DISTRICT,"Morena, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-4DE084AA8A,Madhya Pradesh,Narmadapuram,DISTRICT,"Narmadapuram, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-33B707F132,Madhya Pradesh,Neemuch,DISTRICT,"Neemuch, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-7D563D9B69,Madhya Pradesh,Niwari,DISTRICT,"Niwari, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-FABC0E536A,Madhya Pradesh,Panna,DISTRICT,"Panna, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-3AF6966401,Madhya Pradesh,Raisen,DISTRICT,"Raisen, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-E1436DDFB8,Madhya Pradesh,Rajgarh,DISTRICT,"Rajgarh, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-57DC885B3A,Madhya Pradesh,Ratlam,DISTRICT,"Ratlam, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-A090DB586C,Madhya Pradesh,Rewa,DISTRICT,"Rewa, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-3B27B6DCBA,Madhya Pradesh,Sagar,DISTRICT,"Sagar, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-C9656ED427,Madhya Pradesh,Satna,DISTRICT,"Satna, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-087BCF5CF4,Madhya Pradesh,Sehore,DISTRICT,"Sehore, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-F91BEEC7E9,Madhya Pradesh,Seoni,DISTRICT,"Seoni, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-5EC610595D,Madhya Pradesh,Shahdol,DISTRICT,"Shahdol, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-56B98B2AD6,Madhya Pradesh,Shajapur,DISTRICT,"Shajapur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-8026284EA8,Madhya Pradesh,Sheopur,DISTRICT,"Sheopur, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-A273B5C6BE,Madhya Pradesh,Shivpuri,DISTRICT,"Shivpuri, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-043235B5D9,Madhya Pradesh,Sidhi,DISTRICT,"Sidhi, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-FABB73984E,Madhya Pradesh,Singrauli,DISTRICT,"Singrauli, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-66A14769C1,Madhya Pradesh,Tikamgarh,DISTRICT,"Tikamgarh, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-43506F9842,Madhya Pradesh,Ujjain,DISTRICT,"Ujjain, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-481CF08061,Madhya Pradesh,Umaria,DISTRICT,"Umaria, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-411DAD0291,Madhya Pradesh,Vidisha,DISTRICT,"Vidisha, Madhya Pradesh",Indore,Indore,SYNTHETIC_DEMO,FALSE
LOC-B436D68C43,Maharashtra,Ahilyanagar,DISTRICT,"Ahilyanagar, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-BACA44B853,Maharashtra,Akola,DISTRICT,"Akola, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-BB7A2ADD78,Maharashtra,Amravati,DISTRICT,"Amravati, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-D7B6821936,Maharashtra,Beed,DISTRICT,"Beed, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-BB79ACE8DA,Maharashtra,Bhandara,DISTRICT,"Bhandara, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-57560560F2,Maharashtra,Buldhana,DISTRICT,"Buldhana, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-F66AE735B5,Maharashtra,Chandrapur,DISTRICT,"Chandrapur, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-197B8A323A,Maharashtra,Chhatrapati Sambhajinagar,DISTRICT,"Chhatrapati Sambhajinagar, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-5876881FD0,Maharashtra,Dharashiv,DISTRICT,"Dharashiv, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-C764A03E1D,Maharashtra,Dhule,DISTRICT,"Dhule, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-15ABD1D919,Maharashtra,Gadchiroli,DISTRICT,"Gadchiroli, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-7CCD2D6E61,Maharashtra,Gondia,DISTRICT,"Gondia, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-F2C29B796D,Maharashtra,Hingoli,DISTRICT,"Hingoli, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-9604BDB785,Maharashtra,Jalgaon,DISTRICT,"Jalgaon, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-0F985F8319,Maharashtra,Jalna,DISTRICT,"Jalna, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-AA41E89A9F,Maharashtra,Kolhapur,DISTRICT,"Kolhapur, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-9A286ABF98,Maharashtra,Latur,DISTRICT,"Latur, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-4B9FAF28FA,Maharashtra,Mumbai,DISTRICT,"Mumbai, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-BD3E48FBD6,Maharashtra,Mumbai Suburban,DISTRICT,"Mumbai Suburban, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-36E5643D5A,Maharashtra,Nagpur,DISTRICT,"Nagpur, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-221C94B503,Maharashtra,Nanded,DISTRICT,"Nanded, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-805D44A0C6,Maharashtra,Nandurbar,DISTRICT,"Nandurbar, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-AD6B3F3A69,Maharashtra,Nashik,DISTRICT,"Nashik, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-415561A95E,Maharashtra,Palghar,DISTRICT,"Palghar, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-AE3B7B213B,Maharashtra,Parbhani,DISTRICT,"Parbhani, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-B8F6DEFB70,Maharashtra,Pune,DISTRICT,"Pune, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-B05265EA9B,Maharashtra,Raigad,DISTRICT,"Raigad, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-F610EDA277,Maharashtra,Ratnagiri,DISTRICT,"Ratnagiri, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-D33B8453EA,Maharashtra,Sangli,DISTRICT,"Sangli, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-184D9E3568,Maharashtra,Satara,DISTRICT,"Satara, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-35C08702A7,Maharashtra,Sindhudurg,DISTRICT,"Sindhudurg, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-C40E73C170,Maharashtra,Solapur,DISTRICT,"Solapur, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-3A20085469,Maharashtra,Thane,DISTRICT,"Thane, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-6F9126A82D,Maharashtra,Wardha,DISTRICT,"Wardha, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-FE111985C9,Maharashtra,Washim,DISTRICT,"Washim, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-E478BF65F6,Maharashtra,Yavatmal,DISTRICT,"Yavatmal, Maharashtra",Mumbai,Mumbai,SYNTHETIC_DEMO,FALSE
LOC-90CCF8D568,Manipur,Bishnupur,DISTRICT,"Bishnupur, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-647CD1A02B,Manipur,Chandel,DISTRICT,"Chandel, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-980CE396FA,Manipur,Churachandpur,DISTRICT,"Churachandpur, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-4D49CBF5F6,Manipur,Imphal East,DISTRICT,"Imphal East, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-075D47BA6A,Manipur,Imphal West,DISTRICT,"Imphal West, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-9D616C72DF,Manipur,Jiribam,DISTRICT,"Jiribam, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-E7B1881077,Manipur,Kakching,DISTRICT,"Kakching, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-544B8E9F89,Manipur,Kamjong,DISTRICT,"Kamjong, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-127896DDF7,Manipur,Kangpokpi,DISTRICT,"Kangpokpi, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-3E66DB0E2F,Manipur,Noney,DISTRICT,"Noney, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-2B15CB0921,Manipur,Pherzawl,DISTRICT,"Pherzawl, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-DC1616CC40,Manipur,Senapati,DISTRICT,"Senapati, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-F5B57228F1,Manipur,Tamenglong,DISTRICT,"Tamenglong, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-F1237321F2,Manipur,Tengnoupal,DISTRICT,"Tengnoupal, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-426D6CF32F,Manipur,Thoubal,DISTRICT,"Thoubal, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-405A142330,Manipur,Ukhrul,DISTRICT,"Ukhrul, Manipur",Imphal,Imphal West,SYNTHETIC_DEMO,FALSE
LOC-D37E2EC8C6,Meghalaya,East Garo Hills,DISTRICT,"East Garo Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-761B347FA5,Meghalaya,East Jaintia Hills,DISTRICT,"East Jaintia Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-E49095DD26,Meghalaya,East Khasi Hills,DISTRICT,"East Khasi Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-9381A91728,Meghalaya,Eastern West Khasi Hills,DISTRICT,"Eastern West Khasi Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-BDB1FC5C20,Meghalaya,North Garo Hills,DISTRICT,"North Garo Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-56D08BAF9A,Meghalaya,Ri Bhoi,DISTRICT,"Ri Bhoi, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-84F6902D22,Meghalaya,South Garo Hills,DISTRICT,"South Garo Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-6BB320A3F9,Meghalaya,South West Garo Hills,DISTRICT,"South West Garo Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-4319C8DD39,Meghalaya,South West Khasi Hills,DISTRICT,"South West Khasi Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-CA13D26E04,Meghalaya,West Garo Hills,DISTRICT,"West Garo Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-2FBB93AA2B,Meghalaya,West Jaintia Hills,DISTRICT,"West Jaintia Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-B3E9031E9E,Meghalaya,West Khasi Hills,DISTRICT,"West Khasi Hills, Meghalaya",Shillong,East Khasi Hills,SYNTHETIC_DEMO,FALSE
LOC-F3D31B31CB,Mizoram,Aizawl,DISTRICT,"Aizawl, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-3F33A9E537,Mizoram,Champhai,DISTRICT,"Champhai, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-401586B6A5,Mizoram,Hnahthial,DISTRICT,"Hnahthial, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-53C8121A48,Mizoram,Khawzawl,DISTRICT,"Khawzawl, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-241F0C85D6,Mizoram,Kolasib,DISTRICT,"Kolasib, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-EACD74F516,Mizoram,Lawngtlai,DISTRICT,"Lawngtlai, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-B3F0AAAFD6,Mizoram,Lunglei,DISTRICT,"Lunglei, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-A45E72D9BF,Mizoram,Mamit,DISTRICT,"Mamit, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-71BD5D20DA,Mizoram,Saitual,DISTRICT,"Saitual, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-BE071F83B0,Mizoram,Serchhip,DISTRICT,"Serchhip, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-F9A3108485,Mizoram,Siaha,DISTRICT,"Siaha, Mizoram",Aizawl,Aizawl,SYNTHETIC_DEMO,FALSE
LOC-C331F606CA,Nagaland,Chumoukedima,DISTRICT,"Chumoukedima, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-DC89EDA3A5,Nagaland,Dimapur,DISTRICT,"Dimapur, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-B83B3C3395,Nagaland,Kiphire,DISTRICT,"Kiphire, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-A54FAAD529,Nagaland,Kohima,DISTRICT,"Kohima, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-E6814A66E7,Nagaland,Longleng,DISTRICT,"Longleng, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-9575906BDE,Nagaland,Meluri,DISTRICT,"Meluri, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-B428091F2A,Nagaland,Mokokchung,DISTRICT,"Mokokchung, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-5C132FB11B,Nagaland,Mon,DISTRICT,"Mon, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-4F8DC3454F,Nagaland,Niuland,DISTRICT,"Niuland, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-3C440C4014,Nagaland,Noklak,DISTRICT,"Noklak, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-82B58A5146,Nagaland,Peren,DISTRICT,"Peren, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-A79826691A,Nagaland,Phek,DISTRICT,"Phek, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-63314CB8A6,Nagaland,Shamator,DISTRICT,"Shamator, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-842A198B0B,Nagaland,Tseminyu,DISTRICT,"Tseminyu, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-407FE46FEC,Nagaland,Tuensang,DISTRICT,"Tuensang, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-874A39E13B,Nagaland,Wokha,DISTRICT,"Wokha, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-35E4521AF6,Nagaland,Zunheboto,DISTRICT,"Zunheboto, Nagaland",Dimapur,Dimapur,SYNTHETIC_DEMO,FALSE
LOC-A1C0E42AFC,Odisha,Angul,DISTRICT,"Angul, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-1E8B046350,Odisha,Balangir,DISTRICT,"Balangir, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-763AF73B12,Odisha,Balasore,DISTRICT,"Balasore, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-F52D4408FD,Odisha,Bargarh,DISTRICT,"Bargarh, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-10E71ABFDD,Odisha,Bhadrak,DISTRICT,"Bhadrak, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-6A5108667A,Odisha,Boudh,DISTRICT,"Boudh, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-C5899A8364,Odisha,Cuttack,DISTRICT,"Cuttack, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-6126DBB8C1,Odisha,Deogarh,DISTRICT,"Deogarh, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-D3F17B923C,Odisha,Dhenkanal,DISTRICT,"Dhenkanal, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-4CC8FB81DD,Odisha,Gajapati,DISTRICT,"Gajapati, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-1C9C0451CA,Odisha,Ganjam,DISTRICT,"Ganjam, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-58179FAC3A,Odisha,Jagatsinghapur,DISTRICT,"Jagatsinghapur, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-BE4483777C,Odisha,Jajpur,DISTRICT,"Jajpur, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-2CAEBA1708,Odisha,Jharsuguda,DISTRICT,"Jharsuguda, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-A277424419,Odisha,Kalahandi,DISTRICT,"Kalahandi, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-19157D2505,Odisha,Kandhamal,DISTRICT,"Kandhamal, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-AC3830BCAE,Odisha,Kendrapara,DISTRICT,"Kendrapara, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-2AF8A2D2B0,Odisha,Keonjhar,DISTRICT,"Keonjhar, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-FD0AA2560C,Odisha,Khordha,DISTRICT,"Khordha, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-9AD6EB10F3,Odisha,Koraput,DISTRICT,"Koraput, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-FC9F290252,Odisha,Malkangiri,DISTRICT,"Malkangiri, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-2096151791,Odisha,Mayurbhanj,DISTRICT,"Mayurbhanj, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-80F2265022,Odisha,Nabarangpur,DISTRICT,"Nabarangpur, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-5C9B1AA022,Odisha,Nayagarh,DISTRICT,"Nayagarh, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-6C16C3D33F,Odisha,Nuapada,DISTRICT,"Nuapada, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-58DF2B0196,Odisha,Puri,DISTRICT,"Puri, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-FF3F5D6A83,Odisha,Rayagada,DISTRICT,"Rayagada, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-598B6F227F,Odisha,Sambalpur,DISTRICT,"Sambalpur, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-95AF767D40,Odisha,Subarnapur,DISTRICT,"Subarnapur, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-0191C49587,Odisha,Sundargarh,DISTRICT,"Sundargarh, Odisha",Bhubaneswar,Khordha,SYNTHETIC_DEMO,FALSE
LOC-66CFF19F00,Puducherry,Karaikal,DISTRICT,"Karaikal, Puducherry",Puducherry,Puducherry,SYNTHETIC_DEMO,FALSE
LOC-96829AA10C,Puducherry,Puducherry,DISTRICT,"Puducherry, Puducherry",Puducherry,Puducherry,SYNTHETIC_DEMO,FALSE
LOC-2AD4EC345C,Punjab,Amritsar,DISTRICT,"Amritsar, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-87179C9D85,Punjab,Barnala,DISTRICT,"Barnala, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-D802757332,Punjab,Bathinda,DISTRICT,"Bathinda, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-6F37221B66,Punjab,Faridkot,DISTRICT,"Faridkot, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-AD8DDDE9E2,Punjab,Fatehgarh Sahib,DISTRICT,"Fatehgarh Sahib, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-A699B811EB,Punjab,Fazilka,DISTRICT,"Fazilka, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-49C0913A6B,Punjab,Ferozepur,DISTRICT,"Ferozepur, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-A9F7835F13,Punjab,Gurdaspur,DISTRICT,"Gurdaspur, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-E8E59CC205,Punjab,Hoshiarpur,DISTRICT,"Hoshiarpur, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-853C5C1469,Punjab,Jalandhar,DISTRICT,"Jalandhar, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-F3C8CB317E,Punjab,Kapurthala,DISTRICT,"Kapurthala, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-123EC5F3A8,Punjab,Ludhiana,DISTRICT,"Ludhiana, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-5088A16B6C,Punjab,Malerkotla,DISTRICT,"Malerkotla, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-12531274EE,Punjab,Mansa,DISTRICT,"Mansa, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-16A002BAD4,Punjab,Moga,DISTRICT,"Moga, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-19F3B098BE,Punjab,Pathankot,DISTRICT,"Pathankot, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-423014282A,Punjab,Patiala,DISTRICT,"Patiala, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-197B291B09,Punjab,Rupnagar,DISTRICT,"Rupnagar, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-9F1BC0D552,Punjab,S.A.S Nagar,DISTRICT,"S.A.S Nagar, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-538B4BA915,Punjab,Sangrur,DISTRICT,"Sangrur, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-A990B0630F,Punjab,Shahid Bhagat Singh Nagar,DISTRICT,"Shahid Bhagat Singh Nagar, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
LOC-5B1F4C02AE,Punjab,Sri Muktsar Sahib,DISTRICT,"Sri Muktsar Sahib, Punjab",Ludhiana,Ludhiana,SYNTHETIC_DEMO,FALSE
